TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
WL20000039,40.96557,-73.71643,10528,M,84.04,5008,Westchester County,01/02/2020,11:04 AM,11 AM,84.04,5008,Westchester County,361190084045008,008404,Census Tract 84.04,5008,Block 5008
WL20000042,40.99334,-73.67689,10573,M,79.01,2012,Westchester County,01/02/2020,11:50 AM,11 AM,79,2012,Westchester County,361190079002012,007900,Census Tract 79,2012,Block 2012
WL20000051,41.28403,-73.93056,10566,P,141.0,4003,Westchester County,01/02/2020,02:26 PM,02 PM,141,4003,Westchester County,361190141004003,014100,Census Tract 141,4003,Block 4003
WL20000058,41.13895,-73.77188000000001,10570,M,121.01,2019,Westchester County,01/02/2020,04:39 PM,04 PM,121.01,2019,Westchester County,361190121012019,012101,Census Tract 121.01,2019,Block 2019
WL20000064,41.01403,-73.6601,10573,M,81.0,1006,Westchester County,01/02/2020,06:09 PM,06 PM,81,1006,Westchester County,361190081001006,008100,Census Tract 81,1006,Block 1006
WL20000067,40.89483,-73.7799,10805,M,57.04,2002,Westchester County,01/02/2020,08:40 PM,08 PM,57.01,2002,Westchester County,361190057012002,005701,Census Tract 57.01,2002,Block 2002
XL20000035,40.878040000000006,-73.83322,10475,P,462.07,3005,Bronx County,01/02/2020,09:53 AM,09 AM,462.01,8000,Bronx County,360050462018000,046201,Census Tract 462.01,8000,Block 8000
XL20000038,40.86988,-73.90088,10468,P,267.01,1001,Bronx County,01/02/2020,10:21 AM,10 AM,267.01,1001,Bronx County,360050267011001,026701,Census Tract 267.01,1001,Block 1001
XL20000060,40.850359999999995,-73.78473000000001,10464,P,516.01,1016,Bronx County,01/02/2020,02:36 PM,02 PM,516,1016,Bronx County,360050516001016,051600,Census Tract 516,1016,Block 1016
XL20000080,40.84806,-73.78439,10464,P,516.01,3004,Bronx County,01/02/2020,08:58 PM,08 PM,516,3004,Bronx County,360050516003004,051600,Census Tract 516,3004,Block 3004
ML20000086,40.77867,-73.97964,10023,P,157.0,5000,New York County,01/03/2020,07:27 AM,07 AM,157,5000,New York County,360610157005000,015700,Census Tract 157,5000,Block 5000
ML20000098,40.763020000000004,-73.99364,10036,P,129.02,1008,New York County,01/03/2020,09:51 AM,09 AM,129,1008,New York County,360610129001008,012900,Census Tract 129,1008,Block 1008
ML20000104,40.72358,-73.99271999999999,10002,P,36.01,3001,New York County,01/03/2020,11:40 AM,11 AM,36.01,3001,New York County,360610036013001,003601,Census Tract 36.01,3001,Block 3001
ML20000109,40.79508,-73.96221,10025,M,189.0,2001,New York County,01/03/2020,12:46 PM,12 PM,189,2001,New York County,360610189002001,018900,Census Tract 189,2001,Block 2001
ML20000120,40.70831,-74.00967,10005,P,7.0,1000,New York County,01/03/2020,01:57 PM,01 PM,7,1000,New York County,360610007001000,000700,Census Tract 7,1000,Block 1000
ML20000126,40.73986,-73.97775,10016,P,66.0,8002,New York County,01/03/2020,04:00 PM,04 PM,66,8002,New York County,360610066008002,006600,Census Tract 66,8002,Block 8002
WL20000077,41.17669,-73.8444,10562,M,135.0,1007,Westchester County,01/03/2020,09:22 AM,09 AM,135,1007,Westchester County,361190135001007,013500,Census Tract 135,1007,Block 1007
WL20000085,41.2931,-73.85318000000001,10547,M,148.05,1023,Westchester County,01/03/2020,10:25 AM,10 AM,148.05,1023,Westchester County,361190148051023,014805,Census Tract 148.05,1023,Block 1023
WL20000092,40.91572,-73.85656999999999,10704,M,24.03,4025,Westchester County,01/03/2020,11:53 AM,11 AM,24.03,4025,Westchester County,361190024034025,002403,Census Tract 24.03,4025,Block 4025
WL20000094,41.2926,-73.89829,10566,M,145.0,1004,Westchester County,01/03/2020,12:39 PM,12 PM,145,1004,Westchester County,361190145001004,014500,Census Tract 145,1004,Block 1004
WL20000097,40.96537,-73.73233,10543,P,73.0,2000,Westchester County,01/03/2020,01:06 PM,01 PM,73,2000,Westchester County,361190073002000,007300,Census Tract 73,2000,Block 2000
WL20000108,41.15513,-73.85579,10510,M,132.02,2012,Westchester County,01/03/2020,02:33 PM,02 PM,132.02,2010,Westchester County,361190132022010,013202,Census Tract 132.02,2010,Block 2010
WL20000109,41.026720000000005,-73.68675,10573,M,83.02,2004,Westchester County,01/03/2020,02:37 PM,02 PM,83.02,2004,Westchester County,361190083022004,008302,Census Tract 83.02,2004,Block 2004
WL20000115,41.06688,-73.85540999999999,10591,P,114.01,2004,Westchester County,01/03/2020,03:52 PM,03 PM,114,2004,Westchester County,361190114002004,011400,Census Tract 114,2004,Block 2004
WL20000118,41.02642,-73.68668000000001,10573,P,83.02,2004,Westchester County,01/03/2020,04:25 PM,04 PM,83.02,2004,Westchester County,361190083022004,008302,Census Tract 83.02,2004,Block 2004
WL20000125,40.965540000000004,-73.7324,10543,M,73.0,2000,Westchester County,01/03/2020,08:06 PM,08 PM,73,2000,Westchester County,361190073002000,007300,Census Tract 73,2000,Block 2000
WL20000127,41.03098,-73.68456,10573,M,83.02,3031,Westchester County,01/03/2020,09:47 PM,09 PM,83.02,3031,Westchester County,361190083023031,008302,Census Tract 83.02,3031,Block 3031
XL20000091,40.83915,-73.86735999999999,10460,M,218.0,3000,Bronx County,01/03/2020,08:37 AM,08 AM,218,3000,Bronx County,360050218003000,021800,Census Tract 218,3000,Block 3000
XL20000126,40.824459999999995,-73.8896,10459,P,119.0,3000,Bronx County,01/03/2020,03:38 PM,03 PM,119,3000,Bronx County,360050119003000,011900,Census Tract 119,3000,Block 3000
WL20000082,40.96739,-73.78774,10804,M,68.01,3015,Westchester County,01/03/2020,10:01 AM,10 AM,68.01,3015,Westchester County,361190068013015,006801,Census Tract 68.01,3015,Block 3015
ML20000162,40.77203,-73.95602,10075,P,134.0,1000,New York County,01/04/2020,12:58 PM,12 PM,134,1000,New York County,360610134001000,013400,Census Tract 134,1000,Block 1000
ML20000174,40.78086,-73.9588,10028,P,150.02,2001,New York County,01/04/2020,03:41 PM,03 PM,150.02,2001,New York County,360610150022001,015002,Census Tract 150.02,2001,Block 2001
ML20000176,40.757459999999995,-73.97168,10022,P,100.0,1004,New York County,01/04/2020,03:59 PM,03 PM,100,1004,New York County,360610100001004,010000,Census Tract 100,1004,Block 1004
ML20000184,40.753409999999995,-73.99632,10001,M,111.0,2005,New York County,01/04/2020,06:11 PM,06 PM,111,2005,New York County,360610111002005,011100,Census Tract 111,2005,Block 2005
ML20000195,40.71174,-74.00029,10038,P,27.0,1005,New York County,01/04/2020,10:57 PM,10 PM,27,1005,New York County,360610027001005,002700,Census Tract 27,1005,Block 1005
QL20000074,40.76957,-73.80556999999999,11358,P,1151.0,1001,Queens County,01/04/2020,08:07 AM,08 AM,1151,1001,Queens County,360811151001001,115100,Census Tract 1151,1001,Block 1001
QL20000075,40.76761,-73.76608,11361,P,1113.0,3007,Queens County,01/04/2020,09:13 AM,09 AM,1113,3007,Queens County,360811113003007,111300,Census Tract 1113,3007,Block 3007
QL20000084,40.759370000000004,-73.79054000000001,11358,M,1175.0,4007,Queens County,01/04/2020,12:22 PM,12 PM,1175,4007,Queens County,360811175004007,117500,Census Tract 1175,4007,Block 4007
QL20000086,40.74584,-73.71736999999999,11004,P,1551.04,4005,Queens County,01/04/2020,02:00 PM,02 PM,1551.02,4005,Queens County,360811551024005,155102,Census Tract 1551.02,4005,Block 4005
QL20000094,40.759370000000004,-73.79054000000001,11358,M,1175.0,4007,Queens County,01/04/2020,06:37 PM,06 PM,1175,4007,Queens County,360811175004007,117500,Census Tract 1175,4007,Block 4007
WL20000133,41.33703,-73.78707,10535,M,148.06,5015,Westchester County,01/04/2020,07:51 AM,07 AM,148.06,5015,Westchester County,361190148065015,014806,Census Tract 148.06,5015,Block 5015
WL20000134,40.91813,-73.90502,10705,P,2.02,3005,Westchester County,01/04/2020,08:53 AM,08 AM,2.02,3005,Westchester County,361190002023005,000202,Census Tract 2.02,3005,Block 3005
WL20000135,40.94758,-73.76659000000001,10538,P,70.0,4001,Westchester County,01/04/2020,09:41 AM,09 AM,70,4001,Westchester County,361190070004001,007000,Census Tract 70,4001,Block 4001
WL20000136,41.171440000000004,-73.77769,10514,P,131.04,2006,Westchester County,01/04/2020,10:33 AM,10 AM,131.04,2006,Westchester County,361190131042006,013104,Census Tract 131.04,2006,Block 2006
WL20000139,41.19661,-73.72182,10549,M,130.0,3012,Westchester County,01/04/2020,11:04 AM,11 AM,130,3012,Westchester County,361190130003012,013000,Census Tract 130,3012,Block 3012
WL20000146,40.95704,-73.82185,10707,M,48.02,5006,Westchester County,01/04/2020,12:03 PM,12 PM,48,5006,Westchester County,361190048005006,004800,Census Tract 48,5006,Block 5006
WL20000149,40.938,-73.76146,10538,P,70.0,3015,Westchester County,01/04/2020,12:16 PM,12 PM,70,3015,Westchester County,361190070003015,007000,Census Tract 70,3015,Block 3015
XL20000156,40.889829999999996,-73.84283,10466,P,426.0,1003,Bronx County,01/04/2020,09:39 AM,09 AM,426,1003,Bronx County,360050426001003,042600,Census Tract 426,1003,Block 1003
XL20000158,40.88496,-73.83033,10466,M,462.09,1008,Bronx County,01/04/2020,11:05 AM,11 AM,462.02,1008,Bronx County,360050462021008,046202,Census Tract 462.02,1008,Block 1008
ML20000206,40.86665,-73.92415,10034,P,295.0,3001,New York County,01/05/2020,10:09 AM,10 AM,295,3001,New York County,360610295003001,029500,Census Tract 295,3001,Block 3001
WL20000171,40.95568,-73.81611,10709,P,51.0,1007,Westchester County,01/05/2020,11:38 AM,11 AM,51,1007,Westchester County,361190051001007,005100,Census Tract 51,1007,Block 1007
WL20000172,40.963440000000006,-73.77793,10804,M,68.02,2015,Westchester County,01/05/2020,11:51 AM,11 AM,68.02,2015,Westchester County,361190068022015,006802,Census Tract 68.02,2015,Block 2015
WL20000185,41.086290000000005,-73.86259,10591,M,116.02,3007,Westchester County,01/05/2020,09:30 PM,09 PM,116,3007,Westchester County,361190116003007,011600,Census Tract 116,3007,Block 3007
WL20000189,41.21456,-73.90056,10520,M,139.0,4000,Westchester County,01/06/2020,02:03 AM,02 AM,139,4000,Westchester County,361190139004000,013900,Census Tract 139,4000,Block 4000
XL20000199,40.86468,-73.8996,10468,P,265.0,4001,Bronx County,01/05/2020,11:53 AM,11 AM,265,4001,Bronx County,360050265004001,026500,Census Tract 265,4001,Block 4001
ML19012935,40.74192,-73.99725,10011,P,87.0,2000,New York County,08/27/2019,12:38 PM,12 PM,87,2000,New York County,360610087002000,008700,Census Tract 87,2000,Block 2000
ML20000241,40.788790000000006,-73.97358,10024,P,173.0,3001,New York County,01/06/2020,09:04 AM,09 AM,173,3001,New York County,360610173003001,017300,Census Tract 173,3001,Block 3001
ML20000253,40.8243,-73.94745999999999,10031,P,227.0,1000,New York County,01/06/2020,12:08 PM,12 PM,227,1000,New York County,360610227001000,022700,Census Tract 227,1000,Block 1000
ML20000255,40.71262,-73.99041,10002,P,6.0,1002,New York County,01/06/2020,01:32 PM,01 PM,6,1002,New York County,360610006001002,000600,Census Tract 6,1002,Block 1002
ML20000263,40.722770000000004,-73.97672,10009,P,26.02,1002,New York County,01/06/2020,03:34 PM,03 PM,26.02,1002,New York County,360610026021002,002602,Census Tract 26.02,1002,Block 1002
ML20000266,40.792770000000004,-73.97133000000001,10025,P,183.0,7001,New York County,01/06/2020,04:28 PM,04 PM,183,7001,New York County,360610183007001,018300,Census Tract 183,7001,Block 7001
ML20000274,40.71841,-73.99118,10002,P,18.0,6000,New York County,01/06/2020,07:43 PM,07 PM,18,6000,New York County,360610018006000,001800,Census Tract 18,6000,Block 6000
QL20000119,40.7355,-73.79749,11365,P,1223.0,2003,Queens County,01/06/2020,09:57 AM,09 AM,1223,2003,Queens County,360811223002003,122300,Census Tract 1223,2003,Block 2003
QL20000120,40.701840000000004,-73.75249000000001,11412,M,518.0,2001,Queens County,01/06/2020,10:12 AM,10 AM,518,2001,Queens County,360810518002001,051800,Census Tract 518,2001,Block 2001
WL20000192,41.26101,-73.91843,10567,M,146.06,1011,Westchester County,01/06/2020,08:32 AM,08 AM,146.06,1011,Westchester County,361190146061011,014606,Census Tract 146.06,1011,Block 1011
WL20000195,41.13997,-73.77855,10570,M,122.01,4006,Westchester County,01/06/2020,09:17 AM,09 AM,122,4006,Westchester County,361190122004006,012200,Census Tract 122,4006,Block 4006
WL20000196,41.14289,-73.68193000000001,10504,M,123.04,1012,Westchester County,01/06/2020,09:28 AM,09 AM,123.04,1012,Westchester County,361190123041012,012304,Census Tract 123.04,1012,Block 1012
WL20000197,40.919740000000004,-73.80836,10803,M,53.0,1012,Westchester County,01/06/2020,09:31 AM,09 AM,53,1012,Westchester County,361190053001012,005300,Census Tract 53,1012,Block 1012
WL20000205,40.913140000000006,-73.90096,10705,M,2.03,2008,Westchester County,01/06/2020,10:19 AM,10 AM,2.03,2008,Westchester County,361190002032008,000203,Census Tract 2.03,2008,Block 2008
WL20000206,41.1898,-73.87133,10562,P,137.0,1000,Westchester County,01/06/2020,10:41 AM,10 AM,137,1000,Westchester County,361190137001000,013700,Census Tract 137,1000,Block 1000
WL20000208,40.96522,-73.73226,10543,P,73.0,2000,Westchester County,01/06/2020,11:04 AM,11 AM,73,2000,Westchester County,361190073002000,007300,Census Tract 73,2000,Block 2000
WL20000209,41.150009999999995,-73.66764,10504,M,123.04,1002,Westchester County,01/06/2020,11:35 AM,11 AM,123.04,1002,Westchester County,361190123041002,012304,Census Tract 123.04,1002,Block 1002
WL20000211,41.07465,-73.77472,10595,P,119.02,2034,Westchester County,01/06/2020,11:49 AM,11 AM,119.02,2034,Westchester County,361190119022034,011902,Census Tract 119.02,2034,Block 2034
WL20000217,41.18998,-73.86916,10562,P,137.0,1011,Westchester County,01/06/2020,12:54 PM,12 PM,137,1011,Westchester County,361190137001011,013700,Census Tract 137,1011,Block 1011
WL20000219,41.1325,-73.79411,10570,M,122.02,5028,Westchester County,01/06/2020,01:04 PM,01 PM,122,5028,Westchester County,361190122005028,012200,Census Tract 122,5028,Block 5028
WL20000221,41.28607,-73.92334,10566,M,141.0,1012,Westchester County,01/06/2020,01:23 PM,01 PM,141,1012,Westchester County,361190141001012,014100,Census Tract 141,1012,Block 1012
WL20000226,40.96351,-73.80215,10709,M,50.02,3013,Westchester County,01/06/2020,02:15 PM,02 PM,50.02,3013,Westchester County,361190050023013,005002,Census Tract 50.02,3013,Block 3013
WL20000229,41.087790000000005,-73.86187,10591,M,116.02,3000,Westchester County,01/06/2020,02:58 PM,02 PM,116,3000,Westchester County,361190116003000,011600,Census Tract 116,3000,Block 3000
WL20000230,40.923190000000005,-73.76329,10538,P,71.0,2021,Westchester County,01/06/2020,03:11 PM,03 PM,70,1018,Westchester County,361190070001018,007000,Census Tract 70,1018,Block 1018
WL20000231,41.07662,-73.77695,10595,P,119.02,2016,Westchester County,01/06/2020,03:42 PM,03 PM,119.02,2016,Westchester County,361190119022016,011902,Census Tract 119.02,2016,Block 2016
WL20000232,41.20668,-73.8929,10520,M,139.0,3007,Westchester County,01/06/2020,03:44 PM,03 PM,139,3007,Westchester County,361190139003007,013900,Census Tract 139,3007,Block 3007
WL20000233,41.214490000000005,-73.90148,10520,M,139.0,4000,Westchester County,01/06/2020,04:11 PM,04 PM,139,4000,Westchester County,361190139004000,013900,Census Tract 139,4000,Block 4000
WL20000234,40.98962,-73.72138000000001,10528,M,85.0,1030,Westchester County,01/06/2020,06:45 PM,06 PM,85,1030,Westchester County,361190085001030,008500,Census Tract 85,1030,Block 1030
XL20000264,40.83082,-73.8172,10465,P,160.0,1009,Bronx County,01/06/2020,03:23 PM,03 PM,160,1009,Bronx County,360050160001009,016000,Census Tract 160,1009,Block 1009
ML20000283,40.72939,-74.00102,10012,P,65.0,3001,New York County,01/07/2020,06:52 AM,06 AM,65,3001,New York County,360610065003001,006500,Census Tract 65,3001,Block 3001
ML20000308,40.71393,-73.99181,10002,M,6.0,1000,New York County,01/07/2020,02:43 PM,02 PM,6,1000,New York County,360610006001000,000600,Census Tract 6,1000,Block 1000
ML20000312,40.81058,-73.96217,10027,M,205.0,1007,New York County,01/07/2020,02:56 PM,02 PM,205,1007,New York County,360610205001007,020500,Census Tract 205,1007,Block 1007
ML20000318,40.716840000000005,-74.002,10013,P,31.0,1007,New York County,01/07/2020,04:31 PM,04 PM,31,1007,New York County,360610031001007,003100,Census Tract 31,1007,Block 1007
ML20000332,40.76657,-73.99042,10019,M,135.01,2003,New York County,01/07/2020,09:38 PM,09 PM,135,2003,New York County,360610135002003,013500,Census Tract 135,2003,Block 2003
QL20000159,40.75741,-73.94516999999999,11101,M,85.0,2005,Queens County,01/07/2020,09:07 AM,09 AM,85,2005,Queens County,360810085002005,008500,Census Tract 85,2005,Block 2005
QL20000161,40.71546,-73.83234,11375,P,757.01,3002,Queens County,01/07/2020,09:29 AM,09 AM,757.01,3002,Queens County,360810757013002,075701,Census Tract 757.01,3002,Block 3002
QL20000163,40.766490000000005,-73.83341,11354,P,869.0,2021,Queens County,01/07/2020,10:13 AM,10 AM,869,2021,Queens County,360810869002021,086900,Census Tract 869,2021,Block 2021
QL20000166,40.75447,-73.76469,11364,M,1441.0,4002,Queens County,01/07/2020,10:19 AM,10 AM,1441,4002,Queens County,360811441004002,144100,Census Tract 1441,4002,Block 4002
QL20000178,40.75377,-73.91858,11101,P,159.0,3001,Queens County,01/07/2020,11:34 AM,11 AM,159,3001,Queens County,360810159003001,015900,Census Tract 159,3001,Block 3001
QL20000186,40.76097,-73.76438,11361,M,1471.0,2004,Queens County,01/07/2020,01:27 PM,01 PM,1471,2004,Queens County,360811471002004,147100,Census Tract 1471,2004,Block 2004
QL20000196,40.64463,-73.77736999999999,11430,P,716.0,1051,Queens County,01/07/2020,04:56 PM,04 PM,716,1040,Queens County,360810716001040,071600,Census Tract 716,1040,Block 1040
WL20000256,41.12061,-73.70906,10504,P,123.03,3036,Westchester County,01/07/2020,08:35 AM,08 AM,123.03,3036,Westchester County,361190123033036,012303,Census Tract 123.03,3036,Block 3036
WL20000257,41.18135,-73.85911999999999,10562,P,137.0,1039,Westchester County,01/07/2020,08:47 AM,08 AM,137,1039,Westchester County,361190137001039,013700,Census Tract 137,1039,Block 1039
WL20000260,41.04609,-73.81998,10607,P,111.01,3001,Westchester County,01/07/2020,09:38 AM,09 AM,111.01,3001,Westchester County,361190111013001,011101,Census Tract 111.01,3001,Block 3001
WL20000262,40.993190000000006,-73.78588,10583,M,99.0,3006,Westchester County,01/07/2020,09:44 AM,09 AM,99,3006,Westchester County,361190099003006,009900,Census Tract 99,3006,Block 3006
WL20000263,40.89268,-73.81401,10803,P,55.0,4007,Westchester County,01/07/2020,09:46 AM,09 AM,55,4007,Westchester County,361190055004007,005500,Census Tract 55,4007,Block 4007
WL20000264,40.993190000000006,-73.78588,10583,M,99.0,3006,Westchester County,01/07/2020,09:46 AM,09 AM,99,3006,Westchester County,361190099003006,009900,Census Tract 99,3006,Block 3006
WL20000265,40.945,-73.87767,10701,P,16.0,4009,Westchester County,01/07/2020,09:56 AM,09 AM,16,4009,Westchester County,361190016004009,001600,Census Tract 16,4009,Block 4009
WL20000266,41.120509999999996,-73.76932,10594,M,121.02,3024,Westchester County,01/07/2020,10:02 AM,10 AM,121.02,3024,Westchester County,361190121023024,012102,Census Tract 121.02,3024,Block 3024
WL20000268,40.92716,-73.79278000000001,10801,M,66.0,3004,Westchester County,01/07/2020,10:21 AM,10 AM,66,3004,Westchester County,361190066003004,006600,Census Tract 66,3004,Block 3004
WL20000275,41.0902,-73.81182,10532,M,9810.0,1016,Westchester County,01/07/2020,11:35 AM,11 AM,9810,1016,Westchester County,361199810001016,981000,Census Tract 9810,1016,Block 1016
WL20000276,41.294940000000004,-73.91543,10566,M,144.0,2008,Westchester County,01/07/2020,11:40 AM,11 AM,144,2008,Westchester County,361190144002008,014400,Census Tract 144,2008,Block 2008
WL20000285,41.03712,-73.85972,10533,P,113.0,1021,Westchester County,01/07/2020,01:48 PM,01 PM,113,1021,Westchester County,361190113001021,011300,Census Tract 113,1021,Block 1021
WL20000298,41.00582,-73.73206,10605,M,97.03,3002,Westchester County,01/07/2020,06:12 PM,06 PM,97.03,3002,Westchester County,361190097033002,009703,Census Tract 97.03,3002,Block 3002
XL20000296,40.8232,-73.80872,10465,M,138.0,1024,Bronx County,01/07/2020,11:55 AM,11 AM,138,1024,Bronx County,360050138001024,013800,Census Tract 138,1024,Block 1024
XL20000297,40.85471,-73.89513000000001,10457,P,385.0,4003,Bronx County,01/07/2020,12:13 PM,12 PM,385,4003,Bronx County,360050385004003,038500,Census Tract 385,4003,Block 4003
XL20000298,40.85779,-73.90675999999999,10453,P,251.0,5001,Bronx County,01/07/2020,12:24 PM,12 PM,251,5001,Bronx County,360050251005001,025100,Census Tract 251,5001,Block 5001
XL20000322,40.84438,-73.83463,10461,P,266.02,3003,Bronx County,01/07/2020,05:53 PM,05 PM,266.02,3003,Bronx County,360050266023003,026602,Census Tract 266.02,3003,Block 3003
ML20000340,40.72012,-73.99923000000001,10013,P,45.0,1009,New York County,01/08/2020,08:27 AM,08 AM,45,1009,New York County,360610045001009,004500,Census Tract 45,1009,Block 1009
ML20000357,40.73754,-74.0057,10014,M,79.0,4006,New York County,01/08/2020,11:16 AM,11 AM,79,4006,New York County,360610079004006,007900,Census Tract 79,4006,Block 4006
ML20000372,40.70765,-74.0031,11201,M,15.01,3009,New York County,01/08/2020,03:15 PM,03 PM,15.01,3009,New York County,360610015013009,001501,Census Tract 15.01,3009,Block 3009
ML20000377,40.7809,-73.95485,10128,P,148.02,3000,New York County,01/08/2020,04:35 PM,04 PM,148.02,3000,New York County,360610148023000,014802,Census Tract 148.02,3000,Block 3000
ML20000385,40.75752,-73.97584,10022,M,102.0,1012,New York County,01/08/2020,06:48 PM,06 PM,102,1012,New York County,360610102001012,010200,Census Tract 102,1012,Block 1012
QL20000204,40.769729999999996,-73.83034,11354,M,889.02,5000,Queens County,01/08/2020,08:56 AM,08 AM,889.01,5000,Queens County,360810889015000,088901,Census Tract 889.01,5000,Block 5000
QL20000208,40.76598,-73.77224,11361,M,1123.0,1009,Queens County,01/08/2020,09:30 AM,09 AM,1123,1009,Queens County,360811123001009,112300,Census Tract 1123,1009,Block 1009
QL20000213,40.73941,-73.92799000000001,11101,P,189.0,2006,Queens County,01/08/2020,10:55 AM,10 AM,189,2006,Queens County,360810189002006,018900,Census Tract 189,2006,Block 2006
QL20000222,40.7533,-73.93403,11101,P,31.0,2000,Queens County,01/08/2020,01:15 PM,01 PM,31,2000,Queens County,360810031002000,003100,Census Tract 31,2000,Block 2000
WL20000306,41.205290000000005,-73.87841999999999,10520,M,138.0,1008,Westchester County,01/08/2020,08:04 AM,08 AM,138,1008,Westchester County,361190138001008,013800,Census Tract 138,1008,Block 1008
WL20000308,41.211729999999996,-73.87863,10520,M,139.0,1005,Westchester County,01/08/2020,08:46 AM,08 AM,139,1005,Westchester County,361190139001005,013900,Census Tract 139,1005,Block 1005
WL20000311,41.197559999999996,-73.88016999999999,10520,M,138.0,3017,Westchester County,01/08/2020,09:23 AM,09 AM,138,3017,Westchester County,361190138003017,013800,Census Tract 138,3017,Block 3017
WL20000313,40.96206,-73.72585,10543,P,74.01,1004,Westchester County,01/08/2020,09:54 AM,09 AM,74.01,1004,Westchester County,361190074011004,007401,Census Tract 74.01,1004,Block 1004
WL20000314,41.14543,-73.67579,10504,M,123.04,1013,Westchester County,01/08/2020,09:58 AM,09 AM,123.04,1013,Westchester County,361190123041013,012304,Census Tract 123.04,1013,Block 1013
WL20000317,41.210640000000005,-73.87979,10520,M,138.0,1002,Westchester County,01/08/2020,10:12 AM,10 AM,138,1002,Westchester County,361190138001002,013800,Census Tract 138,1002,Block 1002
WL20000318,41.04716,-73.78958,10607,M,109.02,4025,Westchester County,01/08/2020,10:17 AM,10 AM,109.02,4025,Westchester County,361190109024025,010902,Census Tract 109.02,4025,Block 4025
WL20000325,41.147940000000006,-73.67186,10504,M,123.04,1015,Westchester County,01/08/2020,11:36 AM,11 AM,123.04,1015,Westchester County,361190123041015,012304,Census Tract 123.04,1015,Block 1015
WL20000327,41.215340000000005,-73.90729,10520,M,139.0,4024,Westchester County,01/08/2020,11:44 AM,11 AM,139,4024,Westchester County,361190139004024,013900,Census Tract 139,4024,Block 4024
WL20000328,40.95247,-73.7918,10804,M,68.02,3049,Westchester County,01/08/2020,11:50 AM,11 AM,68.02,3049,Westchester County,361190068023049,006802,Census Tract 68.02,3049,Block 3049
WL20000329,40.9689,-73.79533,10583,M,50.01,1033,Westchester County,01/08/2020,12:34 PM,12 PM,50.01,1033,Westchester County,361190050011033,005001,Census Tract 50.01,1033,Block 1033
WL20000331,40.96293,-73.84723000000001,10710,M,20.0,3003,Westchester County,01/08/2020,01:16 PM,01 PM,20,3003,Westchester County,361190020003003,002000,Census Tract 20,3003,Block 3003
WL20000332,40.96982,-73.71852,10528,P,84.03,2034,Westchester County,01/08/2020,01:53 PM,01 PM,84.03,2034,Westchester County,361190084032034,008403,Census Tract 84.03,2034,Block 2034
WL20000335,40.95225,-73.79186999999999,10804,P,68.02,3049,Westchester County,01/08/2020,12:41 PM,12 PM,68.02,3049,Westchester County,361190068023049,006802,Census Tract 68.02,3049,Block 3049
WL20000340,40.9646,-73.80224,10583,M,50.02,3001,Westchester County,01/08/2020,05:50 PM,05 PM,50.02,3001,Westchester County,361190050023001,005002,Census Tract 50.02,3001,Block 3001
XL20000241,40.81222,-73.85988,10473,P,2.0,2003,Bronx County,01/06/2020,11:20 AM,11 AM,2,2003,Bronx County,360050002002003,000200,Census Tract 2,2003,Block 2003
XL20000344,40.87038,-73.86242,10467,P,340.0,1000,Bronx County,01/08/2020,10:56 AM,10 AM,340,1000,Bronx County,360050340001000,034000,Census Tract 340,1000,Block 1000
ML20000418,40.80147,-73.96046,10025,P,193.0,4000,New York County,01/09/2020,12:57 PM,12 PM,193,4000,New York County,360610193004000,019300,Census Tract 193,4000,Block 4000
ML20000420,40.71907,-74.00144,10013,P,31.0,1000,New York County,01/09/2020,01:12 PM,01 PM,31,1000,New York County,360610031001000,003100,Census Tract 31,1000,Block 1000
ML20000424,40.73103,-73.98592,10003,P,40.01,1001,New York County,01/09/2020,04:12 PM,04 PM,40,1001,New York County,360610040001001,004000,Census Tract 40,1001,Block 1001
ML20000426,40.70863,-74.00938000000001,10005,M,15.02,1008,New York County,01/09/2020,06:24 PM,06 PM,15.02,1008,New York County,360610015021008,001502,Census Tract 15.02,1008,Block 1008
QL20000243,40.75697,-73.80161,11358,P,1193.0,1006,Queens County,01/09/2020,09:27 AM,09 AM,1193,1006,Queens County,360811193001006,119300,Census Tract 1193,1006,Block 1006
QL20000247,40.76165,-73.81522,11355,P,1167.0,1005,Queens County,01/09/2020,10:40 AM,10 AM,1167,1005,Queens County,360811167001005,116700,Census Tract 1167,1005,Block 1005
QL20000259,40.72822,-73.79484000000001,11366,M,1247.0,1010,Queens County,01/09/2020,11:48 AM,11 AM,1247,1010,Queens County,360811247001010,124700,Census Tract 1247,1010,Block 1010
QL20000274,40.7395,-73.92513000000001,11104,P,189.0,3004,Queens County,01/09/2020,03:58 PM,03 PM,189,3004,Queens County,360810189003004,018900,Census Tract 189,3004,Block 3004
QL20000278,40.75589,-73.79377,11358,P,1459.0,1002,Queens County,01/09/2020,04:53 PM,04 PM,1459,1002,Queens County,360811459001002,145900,Census Tract 1459,1002,Block 1002
WL20000360,41.23644,-73.7037,10507,M,128.03,2006,Westchester County,01/09/2020,11:17 AM,11 AM,128.02,2006,Westchester County,361190128022006,012802,Census Tract 128.02,2006,Block 2006
