TicketNumber,Latitude,Longitude,Zip,ClassificationType,CensusTract,CensusBlock,CountyName,Date,Time,Hour
WL20001210,40.94296,-73.73819,10543,P,72,4008,Westchester County,01/27/2020,10:45 AM,10 AM
WL20001217,41.12983,-73.79791,10570,M,118,3078,Westchester County,01/27/2020,12:14 PM,12 PM
WL20001231,40.9251,-73.89849,10705,P,1.01,1005,Westchester County,01/27/2020,01:22 PM,01 PM
WL20001233,41.0217,-73.83556,10502,M,106,1009,Westchester County,01/27/2020,01:26 PM,01 PM
WL20001234,40.97542,-73.77712,10583,P,68.01,2001,Westchester County,01/27/2020,01:31 PM,01 PM
WL20001236,40.94116,-73.74956,10538,M,69,4003,Westchester County,01/27/2020,02:10 PM,02 PM
WL20001239,40.94584,-73.73814,10543,M,72,5000,Westchester County,01/27/2020,02:45 PM,02 PM
WL20001253,41.02717,-73.80265,10530,P,108.03,2013,Westchester County,01/27/2020,06:13 PM,06 PM
WL20001260,40.91058,-73.88849,10705,M,13.02,3000,Westchester County,01/27/2020,08:10 PM,08 PM
WL20001263,41.01182,-73.84832,10502,M,106,3008,Westchester County,01/27/2020,10:21 PM,10 PM
XL20001309,40.88964,-73.84931,10466,P,424,2001,Bronx County,01/27/2020,10:27 AM,10 AM
XL20001323,40.86637,-73.88625,10458,M,407.02,2003,Bronx County,01/27/2020,01:46 PM,01 PM
XL20001324,40.84695,-73.90893,10453,P,227.01,2002,Bronx County,01/27/2020,01:53 PM,01 PM
XL20001334,40.83776,-73.8472,10461,P,202,2001,Bronx County,01/27/2020,03:01 PM,03 PM
XL20001337,40.90255,-73.89784,10471,P,345,2005,Bronx County,01/27/2020,03:37 PM,03 PM
WL20000458,40.96342,-73.77799,10804,M,68.02,2017,Westchester County,01/10/2020,06:57 PM,06 PM
XL20000503,40.83527,-73.89532,10460,M,153,1008,Bronx County,01/10/2020,02:09 PM,02 PM
ML20001482,40.73719,-74.00577,10014,P,79,4006,New York County,01/28/2020,07:09 AM,07 AM
ML20001488,40.79768,-73.93935,10029,P,188,3000,New York County,01/28/2020,08:30 AM,08 AM
ML20001502,40.82937,-73.93776,10039,P,243.02,1005,New York County,01/28/2020,11:46 AM,11 AM
ML20001522,40.75062,-73.98971,10001,P,109,1006,New York County,01/28/2020,04:41 PM,04 PM
QL20000968,40.74146,-73.82933,11367,M,803.02,1010,Queens County,01/28/2020,08:42 AM,08 AM
QL20000970,40.73468,-73.70438,11001,P,1579.03,1007,Queens County,01/28/2020,09:18 AM,09 AM
QL20000976,40.77609,-73.77235,11360,M,1093,2005,Queens County,01/28/2020,10:26 AM,10 AM
QL20000993,40.75941,-73.79005,11358,P,1181,2003,Queens County,01/28/2020,02:16 PM,02 PM
WL20001271,40.99508,-73.71856,10528,M,85,1007,Westchester County,01/28/2020,07:41 AM,07 AM
WL20001272,41.0881,-73.86142,10591,M,117,1038,Westchester County,01/28/2020,08:19 AM,08 AM
WL20001274,40.98772,-73.86327,10706,M,107.01,1023,Westchester County,01/28/2020,09:13 AM,09 AM
WL20001280,40.95132,-73.8652,10701,M,17.02,2013,Westchester County,01/28/2020,10:20 AM,10 AM
WL20001281,40.96676,-73.74153,10543,M,73,2014,Westchester County,01/28/2020,10:41 AM,10 AM
WL20001282,40.98028,-73.68434,10580,M,77,2014,Westchester County,01/28/2020,11:01 AM,11 AM
WL20001287,40.90921,-73.81084,10803,M,54,2017,Westchester County,01/28/2020,12:02 PM,12 PM
WL20001298,40.9333,-73.73511,10543,P,72,4002,Westchester County,01/28/2020,03:03 PM,03 PM
WL20001303,40.98517,-73.83343,10710,M,21.01,2000,Westchester County,01/28/2020,04:40 PM,04 PM
WL20001306,41.01516,-73.6669,10573,M,82,3012,Westchester County,01/28/2020,05:20 PM,05 PM
XL20001375,40.85081,-73.91581,10453,P,215.01,1000,Bronx County,01/28/2020,10:16 AM,10 AM
XL20001391,40.90962,-73.89831,10471,P,343,2004,Bronx County,01/28/2020,12:37 PM,12 PM
XL20001398,40.8819,-73.86271,10467,P,390,2001,Bronx County,01/28/2020,02:02 PM,02 PM
ML20001544,40.74907,-73.98603,10016,M,76,1000,New York County,01/29/2020,07:17 AM,07 AM
ML20001547,40.75387,-73.9974,10001,P,111,2005,New York County,01/29/2020,08:20 AM,08 AM
ML20001572,40.74334,-73.98415,10016,P,56,1000,New York County,01/29/2020,03:16 PM,03 PM
QL20001010,40.71923,-73.79351,11432,P,1267,1004,Queens County,01/29/2020,09:20 AM,09 AM
QL20001012,40.74874,-73.91213,11377,M,169,4000,Queens County,01/29/2020,09:47 AM,09 AM
QL20001028,40.72192,-73.78469,11432,M,1277,1009,Queens County,01/29/2020,01:37 PM,01 PM
WL20001317,40.91501,-73.90201,10705,P,2.03,2010,Westchester County,01/29/2020,08:36 AM,08 AM
WL20001322,41.00145,-73.75763,10605,P,97.01,3018,Westchester County,01/29/2020,09:05 AM,09 AM
WL20001332,40.9141,-73.90218,10705,P,2.03,2009,Westchester County,01/29/2020,09:59 AM,09 AM
WL20001335,41.01526,-73.66693,10573,M,82,3012,Westchester County,01/29/2020,11:35 AM,11 AM
WL20001338,40.99822,-73.85692,10502,M,107.01,1025,Westchester County,01/29/2020,12:28 PM,12 PM
WL20001339,40.91988,-73.87602,10705,M,14.02,1012,Westchester County,01/29/2020,12:44 PM,12 PM
WL20001346,40.92849,-73.86524,10704,M,14.01,1004,Westchester County,01/29/2020,02:10 PM,02 PM
WL20001365,40.96936,-73.88081,10701,P,8.01,1002,Westchester County,01/29/2020,06:50 PM,06 PM
XL20001451,40.85924,-73.85028,10469,P,318,2006,Bronx County,01/29/2020,09:53 AM,09 AM
XL20001457,40.83121,-73.84105,10462,P,194,1002,Bronx County,01/29/2020,11:05 AM,11 AM
ML20001594,40.75061,-73.98969,10011,M,109,1006,New York County,01/30/2020,07:27 AM,07 AM
ML20001605,40.79755,-73.94242,10029,M,182,5002,New York County,01/30/2020,10:11 AM,10 AM
ML20001609,40.75499,-73.96297,10022,P,86.03,2000,New York County,01/30/2020,10:38 AM,10 AM
ML20001614,40.73678,-73.98877,10003,P,50,2002,New York County,01/30/2020,11:13 AM,11 AM
ML20001630,40.86102,-73.92437,10034,M,311,1000,New York County,01/30/2020,01:47 PM,01 PM
ML20001651,40.75007,-73.98842,10001,M,109,1006,New York County,01/30/2020,09:24 PM,09 PM
QL20001052,40.75645,-73.73361,11362,P,1529.01,3006,Queens County,01/30/2020,11:51 AM,11 AM
QL20001059,40.7885,-73.81908,11357,M,1039,3004,Queens County,01/30/2020,01:23 PM,01 PM
QL20001062,40.78855,-73.8191,11357,M,1039,3004,Queens County,01/30/2020,02:10 PM,02 PM
QL20001067,40.7376,-73.71534,11426,M,1571.01,6007,Queens County,01/30/2020,03:17 PM,03 PM
QL20001074,40.75758,-73.76795,11361,M,1441,1005,Queens County,01/30/2020,06:48 PM,06 PM
QL20001075,40.77458,-73.91574,11105,P,97,4001,Queens County,01/30/2020,06:56 PM,06 PM
WL20001372,41.00635,-73.78205,10583,P,99,1010,Westchester County,01/30/2020,08:51 AM,08 AM
WL20001373,40.94099,-73.84094,10708,M,22.02,2004,Westchester County,01/30/2020,08:53 AM,08 AM
WL20001378,40.95758,-73.84082,10710,M,22.01,1016,Westchester County,01/30/2020,09:34 AM,09 AM
WL20001379,40.92204,-73.85294,10704,M,24.03,2002,Westchester County,01/30/2020,09:39 AM,09 AM
WL20001384,40.91174,-73.78255,10801,M,60,1021,Westchester County,01/30/2020,11:45 AM,11 AM
WL20001387,41.12983,-73.79791,10570,M,118,3078,Westchester County,01/30/2020,11:55 AM,11 AM
WL20001392,40.99474,-73.7129,10580,M,85,2002,Westchester County,01/30/2020,12:59 PM,12 PM
WL20001393,40.9606,-73.83963,10710,P,21.04,2030,Westchester County,01/30/2020,01:06 PM,01 PM
WL20001400,40.92303,-73.85625,10704,M,24.04,1011,Westchester County,01/30/2020,02:05 PM,02 PM
WL20001413,40.96463,-73.84384,10710,P,20,3000,Westchester County,01/30/2020,05:03 PM,05 PM
WL20001416,41.14738,-73.76621,10570,M,121.01,2013,Westchester County,01/30/2020,05:11 PM,05 PM
WL20001417,40.9246,-73.83206,10552,M,39,1009,Westchester County,01/30/2020,05:25 PM,05 PM
WL20001420,41.13011,-73.79747,10570,M,122.02,5039,Westchester County,01/30/2020,05:52 PM,05 PM
WL20001440,40.97758,-73.78457,10583,M,68.01,2015,Westchester County,01/30/2020,08:45 PM,08 PM
WL20001441,41.13798,-73.85739,10510,M,132.01,2016,Westchester County,01/30/2020,09:00 PM,09 PM
WL20001444,40.94901,-73.81418,10709,M,52,2013,Westchester County,01/30/2020,09:54 PM,09 PM
ML20001664,40.76282,-73.99902,10036,P,129.01,2004,New York County,01/31/2020,09:00 AM,09 AM
ML20001673,40.71642,-73.98931,10002,P,16,4000,New York County,01/31/2020,11:15 AM,11 AM
ML20001684,40.78736,-73.97832,10024,M,171,3001,New York County,01/31/2020,02:47 PM,02 PM
QL20001079,40.72924,-73.71476,11426,P,1617,3004,Queens County,01/31/2020,08:52 AM,08 AM
QL20001086,40.78807,-73.83126,11356,M,945,1014,Queens County,01/31/2020,11:20 AM,11 AM
QL20001105,40.76144,-73.76996,11361,P,1467,1003,Queens County,01/31/2020,03:43 PM,03 PM
QL20001110,40.77458,-73.91574,11105,P,97,4001,Queens County,01/31/2020,07:28 PM,07 PM
QL20001118,40.73122,-73.79288,11365,M,1341,2007,Queens County,02/01/2020,01:06 AM,01 AM
WL20001455,40.95403,-73.87941000000001,10703,M,8.01,3001,Westchester County,01/31/2020,09:01 AM,09 AM
WL20001457,40.92072,-73.78086,10801,M,65,3000,Westchester County,01/31/2020,09:16 AM,09 AM
WL20001458,41.02204,-73.80016,10530,M,108.03,2018,Westchester County,01/31/2020,09:20 AM,09 AM
WL20001459,40.95669,-73.89146,10701,M,7.01,2011,Westchester County,01/31/2020,09:24 AM,09 AM
WL20001460,40.91228,-73.85974,10704,M,15.04,2003,Westchester County,01/31/2020,09:40 AM,09 AM
WL20001474,40.93244,-73.88939,10701,P,11.01,1005,Westchester County,01/31/2020,11:56 AM,11 AM
WL20001475,40.90821,-73.86494,10704,M,15.04,3009,Westchester County,01/31/2020,12:05 PM,12 PM
WL20001491,40.97133,-73.88857,10701,M,7.02,1001,Westchester County,01/31/2020,04:20 PM,04 PM
ML20001717,40.86596,-73.92986,10034,M,287,1005,New York County,02/01/2020,03:02 PM,03 PM
ML20001728,40.76573,-73.98845,10019,P,133,4001,New York County,02/01/2020,09:23 PM,09 PM
QL20001122,40.73585,-73.78735,11365,P,1347.01,1005,Queens County,02/01/2020,09:23 AM,09 AM
QL20001126,40.73031,-73.7326,11427,P,1621,2001,Queens County,02/01/2020,11:02 AM,11 AM
QL20001128,40.76636,-73.83341,11354,P,869,2021,Queens County,02/01/2020,11:53 AM,11 AM
WL20001500,40.99485,-73.78726,10583,M,99,3003,Westchester County,02/01/2020,08:19 AM,08 AM
WL20001503,41.13997,-73.77855,10570,P,122.01,4006,Westchester County,02/01/2020,09:27 AM,09 AM
WL20001512,40.97519,-73.82107,10707,M,21.03,1016,Westchester County,02/01/2020,01:11 PM,01 PM
WL20001514,40.94861,-73.7723,10804,M,67,1012,Westchester County,02/01/2020,02:12 PM,02 PM
WL20001526,40.96704,-73.84284,10710,P,20,2010,Westchester County,02/01/2020,07:49 PM,07 PM
XL20001620,40.87848,-73.87263,10467,P,429.02,1001,Bronx County,02/01/2020,09:13 AM,09 AM
QL20001205,40.76764,-73.78624,11361,M,1099,1006,Queens County,02/02/2020,02:10 PM,02 PM
WL20001608,40.98978,-73.66744,10573,M,78,3006,Westchester County,02/02/2020,12:52 PM,12 PM
WL20001611,40.93743,-73.73042,10543,M,72,2023,Westchester County,02/02/2020,04:33 PM,04 PM
WL20001613,41.01182,-73.84832,10502,M,106,3008,Westchester County,02/02/2020,10:08 PM,10 PM
XL20001717,40.87558,-73.83773,10469,P,462.08,5002,Bronx County,02/02/2020,02:03 PM,02 PM
ML20001848,40.70987,-74.00703,10038,P,15.01,1015,New York County,02/03/2020,08:59 AM,08 AM
ML20001863,40.79289,-73.94181,10029,M,180,3002,New York County,02/03/2020,11:53 AM,11 AM
ML20001865,40.72678,-73.99262,10012,P,55.02,1001,New York County,02/03/2020,12:12 PM,12 PM
ML20001878,40.71105,-74.00357,10038,P,15.01,1000,New York County,02/03/2020,04:33 PM,04 PM
ML20001880,40.80507,-73.94116,10035,P,198,1003,New York County,02/03/2020,04:41 PM,04 PM
ML20001896,40.80095,-73.93783,10035,P,196,2001,New York County,02/03/2020,08:39 PM,08 PM
QL20001223,40.75183,-73.95001,11101,P,19.03,1006,Queens County,02/03/2020,12:03 PM,12 PM
QL20001231,40.75616,-73.94037,11101,P,85,2000,Queens County,02/03/2020,01:18 PM,01 PM
WL20001625,41.04195,-73.76095,10604,P,89.02,3002,Westchester County,02/03/2020,09:42 AM,09 AM
WL20001626,41.20687,-73.89306,10520,M,139,3005,Westchester County,02/03/2020,09:48 AM,09 AM
WL20001630,40.94125,-73.74976,10538,M,69,4003,Westchester County,02/03/2020,10:42 AM,10 AM
WL20001634,40.94101,-73.75005,10538,M,69,4003,Westchester County,02/03/2020,11:30 AM,11 AM
WL20001640,41.21058,-73.8822,10520,P,139,2000,Westchester County,02/03/2020,12:57 PM,12 PM
WL20001643,40.97426,-73.8226,10707,M,21.03,1016,Westchester County,02/03/2020,01:26 PM,01 PM
WL20001648,41.04607,-73.7903,10603,P,109.02,4025,Westchester County,02/03/2020,02:53 PM,02 PM
WL20001650,41.15454,-73.76568,10514,M,131.02,3019,Westchester County,02/03/2020,03:32 PM,03 PM
WL20001652,41.17934,-73.87091,10562,M,136,3012,Westchester County,02/03/2020,04:31 PM,04 PM
WL20001654,41.12712,-73.79864,10570,P,118,3037,Westchester County,02/03/2020,05:07 PM,05 PM
WL20001660,41.20343,-73.72122,10549,P,130,3000,Westchester County,02/03/2020,06:16 PM,06 PM
WL20001665,41.19739,-73.72726,10549,P,130,2001,Westchester County,02/03/2020,08:57 PM,08 PM
WL20001666,41.08779,-73.86187,10591,M,116.02,3000,Westchester County,02/03/2020,09:28 PM,09 PM
WL20001668,41.04716,-73.78958,10607,P,109.02,4025,Westchester County,02/04/2020,12:25 AM,12 AM
XL20001737,40.82328,-73.87851,10473,M,28,1009,Bronx County,02/03/2020,10:15 AM,10 AM
XL20001743,40.84712,-73.83557,10461,P,266.01,1004,Bronx County,02/03/2020,11:50 AM,11 AM
XL20001744,40.82832,-73.88291,10472,P,54,3002,Bronx County,02/03/2020,12:06 PM,12 PM
XL20001769,40.88463,-73.91034,10463,P,297,2000,Bronx County,02/03/2020,06:54 PM,06 PM
ML20001917,40.78964,-73.94511,10029,M,164,4000,New York County,02/04/2020,09:55 AM,09 AM
ML20001918,40.74803,-73.99902,10001,P,97,3000,New York County,02/04/2020,09:59 AM,09 AM
ML20001924,40.78868,-73.94185,10029,P,170,3001,New York County,02/04/2020,10:43 AM,10 AM
ML20001942,40.79123,-73.94398,10029,P,170,2000,New York County,02/04/2020,03:04 PM,03 PM
QL20001251,40.74806,-73.77422,11364,M,1409.01,1001,Queens County,02/04/2020,08:44 AM,08 AM
QL20001254,40.74796,-73.77456,11364,P,1409.01,1008,Queens County,02/04/2020,09:57 AM,09 AM
QL20001267,40.74747,-73.94429,11101,P,19.01,1060,Queens County,02/04/2020,02:10 PM,02 PM
QL20001281,40.75937,-73.79054,11358,P,1175,4007,Queens County,02/04/2020,07:19 PM,07 PM
QL20001282,40.7525,-73.78793,11358,M,1429,1005,Queens County,02/04/2020,09:23 PM,09 PM
WL20001671,40.97764,-73.79006,10583,M,68.01,4005,Westchester County,02/04/2020,07:50 AM,07 AM
WL20001672,41.04309,-73.79646,10607,P,109.03,2021,Westchester County,02/04/2020,08:18 AM,08 AM
WL20001673,40.96879,-73.69284,10580,M,75,2004,Westchester County,02/04/2020,08:25 AM,08 AM
WL20001675,40.91343,-73.89146,10705,P,13.02,1006,Westchester County,02/04/2020,08:33 AM,08 AM
WL20001676,41.05727,-73.81632,10523,M,112,4040,Westchester County,02/04/2020,08:38 AM,08 AM
WL20001679,41.00284,-73.75751,10605,M,97.01,3016,Westchester County,02/04/2020,09:41 AM,09 AM
WL20001685,40.96637,-73.69256,10580,M,75,2014,Westchester County,02/04/2020,11:10 AM,11 AM
WL20001691,40.96166,-73.81506,10707,P,48.02,1009,Westchester County,02/04/2020,12:10 PM,12 PM
WL20001697,40.96795,-73.69705,10580,M,75,2017,Westchester County,02/04/2020,01:47 PM,01 PM
XL20001783,40.81723,-73.91925,10451,P,65,3000,Bronx County,02/04/2020,07:47 AM,07 AM
XL20001787,40.90457,-73.90629,10471,P,323,1002,Bronx County,02/04/2020,08:51 AM,08 AM
ML20001973,40.73841,-73.99932,10011,P,81,4000,New York County,02/05/2020,09:44 AM,09 AM
QL20001293,40.74655,-73.95098,11101,P,7.02,3003,Queens County,02/05/2020,12:28 PM,12 PM
QL20001305,40.72149,-73.81337,11367,M,779.04,2001,Queens County,02/05/2020,07:58 PM,07 PM
QL20001308,40.7638,-73.72442,11362,M,1529.02,3002,Queens County,02/05/2020,09:43 PM,09 PM
QL20001309,40.72806,-73.78484,11366,P,1333,3006,Queens County,02/05/2020,09:48 PM,09 PM
WL20001728,41.07326,-73.81487,10523,M,110,2015,Westchester County,02/05/2020,06:59 AM,06 AM
WL20001734,40.94234,-73.75574,10538,M,69,3036,Westchester County,02/05/2020,09:42 AM,09 AM
WL20001740,41.08779,-73.86187,10591,M,116.02,3000,Westchester County,02/05/2020,10:58 AM,10 AM
WL20001743,40.93447,-73.89133,10701,M,11.01,2004,Westchester County,02/05/2020,11:09 AM,11 AM
WL20001748,40.91462,-73.88617,10705,P,13.01,1021,Westchester County,02/05/2020,11:54 AM,11 AM
WL20001754,41.12099,-73.77327,10594,M,121.02,3027,Westchester County,02/05/2020,12:41 PM,12 PM
WL20001761,40.96384,-73.80527,10709,M,50.02,3013,Westchester County,02/05/2020,02:03 PM,02 PM
WL20001773,41.04776,-73.85337,10533,P,114.02,1047,Westchester County,02/05/2020,07:13 PM,07 PM
WL20001774,41.02385,-73.79958,10530,M,108.03,2010,Westchester County,02/05/2020,07:54 PM,07 PM
XL20001895,40.84649,-73.91677,10452,P,215.02,2001,Bronx County,02/05/2020,08:12 PM,08 PM
ML20002042,40.71171,-74.00092,10038,P,29.01,4014,New York County,02/06/2020,01:03 PM,01 PM
ML20002049,40.72173,-73.9973,10012,P,41,6001,New York County,02/06/2020,02:41 PM,02 PM
QL20001344,40.72765,-73.78317,11432,M,1277,2000,Queens County,02/06/2020,09:05 PM,09 PM
WL20001784,41.1306,-73.79666,10570,M,122.02,5039,Westchester County,02/06/2020,10:26 AM,10 AM
WL20001785,40.95926,-73.81807,10707,P,48.02,1002,Westchester County,02/06/2020,10:37 AM,10 AM
WL20001788,41.24178,-73.90287000000001,10567,M,146.06,2016,Westchester County,02/06/2020,11:45 AM,11 AM
XL20001934,40.85342,-73.86908,10462,P,334,1039,Bronx County,02/06/2020,01:40 PM,01 PM
ML20002093,40.81617,-73.96051,10027,P,211,1005,New York County,02/07/2020,10:30 AM,10 AM
ML20002099,40.70967,-74.01167,10281,M,13,1012,New York County,02/07/2020,11:39 AM,11 AM
QL20001359,40.77084,-73.79596,11358,M,1141,1003,Queens County,02/07/2020,11:51 AM,11 AM
WL20001814,41.00452,-73.68443,10573,M,83.02,4030,Westchester County,02/07/2020,07:22 AM,07 AM
WL20001818,40.99496,-73.67271,10573,M,78,3002,Westchester County,02/07/2020,11:15 AM,11 AM
XL20001962,40.82838,-73.82662,10465,M,152,1000,Bronx County,02/07/2020,08:44 AM,08 AM
XL20001972,40.83602,-73.85544,10462,M,210.02,3000,Bronx County,02/07/2020,11:34 AM,11 AM
XL20001986,40.88021,-73.84954,10469,M,386,4003,Bronx County,02/07/2020,01:42 PM,01 PM
ML20002155,40.76666,-73.9806,10019,M,137,4000,New York County,02/08/2020,09:59 AM,09 AM
ML20002160,40.78385,-73.98211,10024,M,163,1005,New York County,02/08/2020,12:02 PM,12 PM
ML20002176,40.75409,-73.99017,10018,M,109,1002,New York County,02/08/2020,03:38 PM,03 PM
ML20002185,40.78389,-73.9822,10024,M,167,2001,New York County,02/09/2020,12:11 AM,12 AM
QL20001389,40.72819,-73.7849,11366,P,1333,3006,Queens County,02/08/2020,03:29 PM,03 PM
QL20001391,40.72819,-73.7849,11366,P,1333,3006,Queens County,02/08/2020,07:40 PM,07 PM
WL20001839,41.06764,-73.79724,10603,M,109.01,1037,Westchester County,02/08/2020,09:56 AM,09 AM
WL20001842,40.9513,-73.83604,10710,M,22.01,2022,Westchester County,02/08/2020,11:05 AM,11 AM
WL20001843,41.07634,-73.8587,10591,M,115,1022,Westchester County,02/08/2020,12:37 PM,12 PM
ML20002196,40.78389,-73.9822,10024,M,167,2001,New York County,02/09/2020,09:28 AM,09 AM
ML20002198,40.7699,-73.95758000000001,10021,P,126.01,1000,New York County,02/09/2020,10:50 AM,10 AM
ML20002205,40.72343,-74.00176,10012,M,47,1003,New York County,02/09/2020,01:19 PM,01 PM
ML20002206,40.78389,-73.9822,10024,M,167,2001,New York County,02/09/2020,01:45 PM,01 PM
ML20002215,40.7839,-73.98222,10024,P,167,2001,New York County,02/09/2020,05:14 PM,05 PM
ML20002238,40.76461,-73.97186,10022,M,114.01,2002,New York County,02/10/2020,12:32 AM,12 AM
QL20001402,40.79063,-73.81053,11357,M,987,2003,Queens County,02/09/2020,07:49 PM,07 PM
WL20001867,40.99939,-73.67474,10573,M,79.01,2000,Westchester County,02/09/2020,09:34 AM,09 AM
WL20001870,41.28862,-73.91095,10566,M,145,2002,Westchester County,02/09/2020,11:12 AM,11 AM
WL20001881,40.95442,-73.76063,10538,M,69,2002,Westchester County,02/09/2020,05:21 PM,05 PM
WL20001883,40.94901,-73.81418,10709,P,52,2013,Westchester County,02/09/2020,06:25 PM,06 PM
WL20001886,40.95718,-73.86647,10710,M,18,1007,Westchester County,02/09/2020,10:09 PM,10 PM
WL20001889,41.03022,-73.76287,10601,M,94,2007,Westchester County,02/10/2020,03:49 AM,03 AM
XL20002045,40.8484,-73.86534,10462,P,230,2004,Bronx County,02/09/2020,12:00 PM,12 PM
XL20002047,40.8194,-73.80869,10465,P,138,2010,Bronx County,02/09/2020,12:53 PM,12 PM
XL20002060,40.81634,-73.80403,10465,P,118,1003,Bronx County,02/09/2020,06:48 PM,06 PM
ML20002243,40.70919,-74.00206,10038,P,15.01,3002,New York County,02/10/2020,06:38 AM,06 AM
ML20002249,40.81875,-73.93621,10037,P,214,1000,New York County,02/10/2020,08:29 AM,08 AM
ML20002265,40.71396,-73.99147,10002,P,6,1000,New York County,02/10/2020,11:44 AM,11 AM
QL20001407,40.76394,-73.80868,11354,P,1171,1003,Queens County,02/10/2020,08:45 AM,08 AM
QL20001426,40.74798,-73.76159,11364,P,1399,1004,Queens County,02/10/2020,06:52 PM,06 PM
WL20001894,41.04453,-73.8051,10607,P,109.03,4005,Westchester County,02/10/2020,09:14 AM,09 AM
WL20001902,41.0173,-73.7775,10606,M,92.02,5014,Westchester County,02/10/2020,10:52 AM,10 AM
WL20001905,40.953450000000004,-73.68967,10580,P,76,2020,Westchester County,02/10/2020,11:55 AM,11 AM
WL20001908,40.95312,-73.71303,10580,M,75,3019,Westchester County,02/10/2020,12:49 PM,12 PM
WL20001910,41.01789,-73.79945,10530,M,108.01,2022,Westchester County,02/10/2020,01:29 PM,01 PM
WL20001928,41.21699,-73.90804,10520,M,139,4024,Westchester County,02/11/2020,01:49 AM,01 AM
ML20002057,40.81151,-73.94058,10037,P,212,3000,New York County,02/06/2020,05:40 PM,05 PM
ML20002315,40.84971,-73.9347,10033,P,271,2003,New York County,02/11/2020,09:04 AM,09 AM
ML20002323,40.73078,-73.98336,10003,M,40.01,6000,New York County,02/11/2020,10:43 AM,10 AM
ML20002327,40.76072,-73.97653,10019,M,104,1002,New York County,02/11/2020,11:21 AM,11 AM
ML20002334,40.76087,-73.97689,10019,P,104,1002,New York County,02/11/2020,12:14 PM,12 PM
ML20002339,40.71687,-74.00817,10013,P,33,3022,New York County,02/11/2020,02:02 PM,02 PM
ML20002341,40.7595,-73.97242,10022,P,102,1005,New York County,02/11/2020,02:27 PM,02 PM
QL20001459,40.78045,-73.79422,11357,P,1017,1000,Queens County,02/11/2020,01:50 PM,01 PM
WL20001933,41.07016,-73.77431,10595,P,119.02,3004,Westchester County,02/11/2020,09:14 AM,09 AM
WL20001935,41.01402,-73.75307,10605,P,97.02,3020,Westchester County,02/11/2020,10:00 AM,10 AM
WL20001945,40.98627,-73.76663,10583,P,98,2023,Westchester County,02/11/2020,11:41 AM,11 AM
WL20001949,41.20344,-73.7306,10549,M,129,1010,Westchester County,02/11/2020,12:17 PM,12 PM
WL20001952,40.94445,-73.75825,10538,M,69,3026,Westchester County,02/11/2020,12:54 PM,12 PM
WL20001954,40.91785,-73.88721,10705,P,13.01,1013,Westchester County,02/11/2020,01:27 PM,01 PM
WL20001962,41.01733,-73.73326,10605,P,97.02,2024,Westchester County,02/11/2020,02:32 PM,02 PM
WL20001966,41.02428,-73.68668,10573,P,83.02,2011,Westchester County,02/11/2020,03:43 PM,03 PM
WL20001970,41.02292,-73.66754,10573,P,82,3003,Westchester County,02/11/2020,04:41 PM,04 PM
WL20001974,41.17823,-73.8746,10562,P,136,3012,Westchester County,02/11/2020,06:21 PM,06 PM
XL20002122,40.90321,-73.89959,10471,M,345,2004,Bronx County,02/11/2020,09:47 AM,09 AM
XL20002158,40.82303,-73.87009,10473,M,46,1006,Bronx County,02/11/2020,08:30 PM,08 PM
ML20002385,40.76912,-73.98856,10019,P,135.02,1006,New York County,02/12/2020,11:25 AM,11 AM
ML20002402,40.75073,-73.98405,10018,P,84,2002,New York County,02/12/2020,03:54 PM,03 PM
QL20001481,40.74446,-73.95163,11101,P,7.02,3008,Queens County,02/12/2020,10:27 AM,10 AM
QL20001484,40.78855,-73.8191,11357,M,1039,3004,Queens County,02/12/2020,11:22 AM,11 AM
QL20001485,40.77267,-73.91049,11105,M,117,4001,Queens County,02/12/2020,11:37 AM,11 AM
QL20001492,40.78454,-73.79477,11357,P,997.01,1005,Queens County,02/12/2020,01:00 PM,01 PM
QL20001497,40.73227,-73.81071,11365,P,1227.04,4000,Queens County,02/12/2020,03:02 PM,03 PM
QL20001507,40.78065,-73.91475,11105,P,103,2002,Queens County,02/13/2020,12:14 AM,12 AM
WL20001221,41.20309,-73.64303,10506,P,127,2002,Westchester County,01/27/2020,12:24 PM,12 PM
WL20001987,40.96738,-73.81009,10709,M,50.02,2008,Westchester County,02/12/2020,08:06 AM,08 AM
WL20001989,40.926520000000004,-73.84689,10704,P,24.03,3000,Westchester County,02/12/2020,08:10 AM,08 AM
WL20001996,41.17942,-73.66652,10506,P,127,4024,Westchester County,02/12/2020,09:50 AM,09 AM
WL20002004,41.28554,-73.8734,10567,M,146.07,2012,Westchester County,02/12/2020,11:34 AM,11 AM
WL20002007,41.07208,-73.8589,10591,M,114.01,4018,Westchester County,02/12/2020,11:43 AM,11 AM
WL20002009,41.00826,-73.80988,10583,P,108.01,2021,Westchester County,02/12/2020,11:52 AM,11 AM
WL20002015,41.28656,-73.87261,10567,P,146.07,2025,Westchester County,02/12/2020,01:09 PM,01 PM
WL20002017,41.0735,-73.859,10591,P,115,1026,Westchester County,02/12/2020,01:48 PM,01 PM
WL20002019,41.00091,-73.6816,10573,M,83.01,1004,Westchester County,02/12/2020,02:11 PM,02 PM
WL20002021,41.04802,-73.81022,10523,M,112,2040,Westchester County,02/12/2020,02:41 PM,02 PM
WL20002022,41.04791,-73.81037,10523,P,112,2040,Westchester County,02/12/2020,03:41 PM,03 PM
