MonthYear,Date,Year,Hour,CensusTract_2010,NumberOfReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_list,CensusBlockID_list,Zipcode_list,Ticket_list
January-2020,01/22/2020,2020,09 AM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083022002],[2002],[10573],['WL20000941']
January-2020,01/22/2020,2020,10 AM,69.0,1,6900,Census Tract 69,Westchester County,[361190069004005],[4005],[10538],['WL20000947']
January-2020,01/22/2020,2020,10 AM,114.0,1,11400,Census Tract 114,Westchester County,[361190114001041],[1041],[10591],['WL20000948']
January-2020,01/22/2020,2020,10 AM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083022002],[2002],[10573],['WL20000949']
January-2020,01/22/2020,2020,10 AM,104.0,1,10400,Census Tract 104,Westchester County,[361190104001007],[1007],[10522],['WL20000950']
January-2020,01/22/2020,2020,10 AM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001015],[1015],[10528],['WL20000951']
January-2020,01/22/2020,2020,11 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139001005],[1005],[10520],['WL20000958']
January-2020,01/22/2020,2020,12 PM,104.0,1,10400,Census Tract 104,Westchester County,[361190104001005],[1005],[10522],['WL20000962']
January-2020,01/22/2020,2020,12 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083024033],[4033],[10573],['WL20000963']
January-2020,01/22/2020,2020,01 PM,138.0,1,13800,Census Tract 138,Westchester County,[361190138002035],[2035],[10520],['WL20000966']
January-2020,01/22/2020,2020,01 PM,111.02,1,11102,Census Tract 111.02,Westchester County,[361190111022002],[2002],[10530],['WL20000967']
January-2020,01/22/2020,2020,02 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083023026],[3026],[10573],['WL20000968']
January-2020,01/22/2020,2020,03 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114004018],[4018],[10591],['WL20000970']
January-2020,01/22/2020,2020,05 PM,74.02,1,7402,Census Tract 74.02,Westchester County,[361190074022000],[2000],[10543],['WL20000983']
January-2020,01/22/2020,2020,10 PM,95.0,1,9500,Census Tract 95,Westchester County,[361190095003009],[3009],[10605],['WL20000988']
January-2020,01/22/2020,2020,11 AM,215.01,1,21501,Census Tract 215.01,Bronx County,[360050215013000],[3000],[10453],['XL20001068']
January-2020,01/22/2020,2020,12 PM,364.0,1,36400,Census Tract 364,Bronx County,[360050364002001],[2001],[10469],['XL20001075']
January-2020,01/21/2020,2020,09 AM,212.0,1,21200,Census Tract 212,New York County,[360610212002001],[2001],[10037],['ML20001063']
January-2020,01/21/2020,2020,10 AM,117.0,1,11700,Census Tract 117,New York County,[360610117001016],[1016],[10036],['ML20001074']
January-2020,01/21/2020,2020,12 PM,208.0,1,20800,Census Tract 208,New York County,[360610208001001],[1001],[10037],['ML20001082']
January-2020,01/21/2020,2020,01 PM,112.03,1,11203,Census Tract 112.03,New York County,[360610112032002],[2002],[10022],['ML20001090']
January-2020,01/21/2020,2020,03 PM,129.0,1,12900,Census Tract 129,New York County,[360610129001002],[1002],[10036],['ML20001099']
January-2020,01/21/2020,2020,10 AM,779.02,1,77902,Census Tract 779.02,Queens County,[360810779023003],[3003],[11367],['QL20000707']
January-2020,01/21/2020,2020,11 AM,460.0,1,46000,Census Tract 460,Queens County,[360810460002000],[2000],[11432],['QL20000709']
January-2020,01/21/2020,2020,12 PM,779.02,1,77902,Census Tract 779.02,Queens County,[360810779022002],[2002],[11367],['QL20000711']
January-2020,01/21/2020,2020,01 PM,779.03,1,77903,Census Tract 779.03,Queens County,[360810779033003],[3003],[11367],['QL20000718']
January-2020,01/21/2020,2020,02 PM,1181.0,1,118100,Census Tract 1181,Queens County,[360811181002003],[2003],[11358],['QL20000721']
January-2020,01/21/2020,2020,02 PM,1579.01,1,157901,Census Tract 1579.01,Queens County,[360811579015005],[5005],[11004],['QL20000723']
January-2020,01/21/2020,2020,03 PM,803.02,1,80302,Census Tract 803.02,Queens County,[360810803022003],[2003],[11367],['QL20000725']
January-2020,01/21/2020,2020,10 AM,98.0,1,9800,Census Tract 98,Westchester County,[361190098002024],[2024],[10583],['WL20000877']
January-2020,01/21/2020,2020,10 AM,54.0,1,5400,Census Tract 54,Westchester County,[361190054002002],[2002],[10803],['WL20000881']
January-2020,01/21/2020,2020,11 AM,140.0,1,14000,Census Tract 140,Westchester County,[361190140001019],[1019],[10511],['WL20000883']
January-2020,01/21/2020,2020,11 AM,120.0,1,12000,Census Tract 120,Westchester County,[361190120002022],[2022],[10532],['WL20000886']
January-2020,01/21/2020,2020,12 PM,50.01,1,5001,Census Tract 50.01,Westchester County,[361190050012011],[2011],[10583],['WL20000892']
January-2020,01/21/2020,2020,01 PM,98.0,1,9800,Census Tract 98,Westchester County,[361190098002000],[2000],[10583],['WL20000894']
January-2020,01/21/2020,2020,01 PM,113.0,1,11300,Census Tract 113,Westchester County,[361190113004003],[4003],[10533],['WL20000898']
January-2020,01/21/2020,2020,01 PM,140.0,1,14000,Census Tract 140,Westchester County,[361190140002002],[2002],[10511],['WL20000899']
January-2020,01/21/2020,2020,03 PM,72.0,1,7200,Census Tract 72,Westchester County,[361190072004006],[4006],[10543],['WL20000902']
January-2020,01/21/2020,2020,03 PM,50.01,1,5001,Census Tract 50.01,Westchester County,[361190050012026],[2026],[10583],['WL20000903']
January-2020,01/21/2020,2020,05 PM,112.0,1,11200,Census Tract 112,Westchester County,[361190112002040],[2040],[10523],['WL20000917']
January-2020,01/21/2020,2020,06 PM,98.0,1,9800,Census Tract 98,Westchester County,[361190098002000],[2000],[10583],['WL20000919']
January-2020,01/21/2020,2020,09 PM,54.0,1,5400,Census Tract 54,Westchester County,[361190054002025],[2025],[10803],['WL20000924']
January-2020,01/21/2020,2020,10 PM,101.0,1,10100,Census Tract 101,Westchester County,[361190101003027],[3027],[10583],['WL20000925']
January-2020,01/21/2020,2020,09 AM,324.0,1,32400,Census Tract 324,Bronx County,[360050324001002],[1002],[10469],['XL20001012']
January-2020,01/21/2020,2020,10 AM,516.0,1,51600,Census Tract 516,Bronx County,[360050516004005],[4005],[10464],['XL20001015']
January-2020,01/21/2020,2020,01 PM,195.0,1,19500,Census Tract 195,Bronx County,[360050195002004],[2004],[10451],['XL20001027']
January-2020,01/21/2020,2020,01 PM,516.0,1,51600,Census Tract 516,Bronx County,[360050516001004],[1004],[10464],['XL20001030']
January-2020,01/21/2020,2020,03 PM,516.0,1,51600,Census Tract 516,Bronx County,[360050516001004],[1004],[10464],['XL20001038']
January-2020,01/21/2020,2020,07 PM,129.01,1,12901,Census Tract 129.01,Bronx County,[360050129011005],[1005],[10459],['XL20001047']
January-2020,01/20/2020,2020,04 PM,1579.01,1,157901,Census Tract 1579.01,Queens County,[360811579015005],[5005],[11004],['QL20000685']
January-2020,01/20/2020,2020,05 PM,280.0,1,28000,Census Tract 280,Queens County,[360810280001005],[1005],[11434],['QL20000689']
January-2020,01/20/2020,2020,05 PM,779.06,1,77906,Census Tract 779.06,Queens County,[360810779062004],[2004],[11367],['QL20000691']
January-2020,01/20/2020,2020,05 PM,997.05,1,99705,Census Tract 997.05,Queens County,[360810997051010],[1010],[11360],['QL20000692']
January-2020,01/20/2020,2020,10 AM,17.0,1,1700,Census Tract 17,Westchester County,[361190017002015],[2015],[10701],['WL20000830']
January-2020,01/20/2020,2020,09 AM,516.0,1,51600,Census Tract 516,Bronx County,[360050516003007],[3007],[10464],['XL20000977']
January-2020,01/20/2020,2020,12 PM,516.0,1,51600,Census Tract 516,Bronx County,[360050516004001],[4001],[10464],['XL20000985']
January-2020,01/20/2020,2020,09 AM,92.0,1,9200,Census Tract 92,New York County,[360610092001015],[1015],[10017],['ML20001007']
January-2020,01/20/2020,2020,11 AM,153.0,1,15300,Census Tract 153,New York County,[360610153006000],[6000],[10023],['ML20001013']
January-2020,01/20/2020,2020,12 PM,779.02,1,77902,Census Tract 779.02,Queens County,[360810779025000],[5000],[11367],['QL20000671']
January-2020,01/19/2020,2020,04 AM,30.02,1,3002,Census Tract 30.02,New York County,[360610030022003],[2003],[10002],['ML20000967']
January-2020,01/19/2020,2020,06 PM,237.0,1,23700,Census Tract 237,New York County,[360610237003005],[3005],[10031],['ML20000994']
January-2020,01/19/2020,2020,07 PM,122.0,1,12200,Census Tract 122,New York County,[360610122001003],[1003],[10065],['ML20000998']
January-2020,01/19/2020,2020,09 AM,779.05,1,77905,Census Tract 779.05,Queens County,[360810779051010],[1010],[11435],['QL20000644']
January-2020,01/19/2020,2020,01 PM,130.0,1,13000,Census Tract 130,Westchester County,[361190130002027],[2027],[10549],['WL20000812']
January-2020,01/18/2020,2020,12 AM,49.0,1,4900,Census Tract 49,Westchester County,[361190049001004],[1004],[10583],['WL20000768']
January-2020,01/18/2020,2020,08 AM,166.0,1,16600,Census Tract 166,New York County,[360610166006000],[6000],[10029],['ML20000921']
January-2020,01/18/2020,2020,09 AM,76.0,1,7600,Census Tract 76,New York County,[360610076002001],[2001],[10001],['ML20000926']
January-2020,01/18/2020,2020,05 PM,171.0,1,17100,Census Tract 171,New York County,[360610171005000],[5000],[10024],['ML20000950']
January-2020,01/18/2020,2020,09 AM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551023017],[3017],[11040],['QL20000622']
January-2020,01/18/2020,2020,10 AM,1579.01,1,157901,Census Tract 1579.01,Queens County,[360811579012001],[2001],[11040],['QL20000625']
January-2020,01/18/2020,2020,10 AM,74.0,1,7400,Census Tract 74,New York County,[360610074003001],[3001],[10016],['QL20000628']
January-2020,01/18/2020,2020,11 AM,1267.0,1,126700,Census Tract 1267,Queens County,[360811267001009],[1009],[11432],['QL20000630']
January-2020,01/18/2020,2020,11 AM,779.03,1,77903,Census Tract 779.03,Queens County,[360810779033003],[3003],[11367],['QL20000631']
January-2020,01/18/2020,2020,02 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004006],[4006],[11358],['QL20000634']
January-2020,01/18/2020,2020,08 AM,37.0,1,3700,Census Tract 37,Westchester County,[361190037003007],[3007],[10550],['WL20000772']
January-2020,01/18/2020,2020,02 PM,43.0,1,4300,Census Tract 43,Westchester County,[361190043002003],[2003],[10552],['WL20000797']
January-2020,01/18/2020,2020,10 PM,13.02,1,1302,Census Tract 13.02,Westchester County,[361190013023002],[3002],[10705],['WL20000802']
January-2020,01/18/2020,2020,10 AM,516.0,1,51600,Census Tract 516,Bronx County,[360050516002006],[2006],[10464],['XL20000925']
January-2020,01/18/2020,2020,11 AM,516.0,1,51600,Census Tract 516,Bronx County,[360050516003003],[3003],[10464],['XL20000931']
January-2020,01/17/2020,2020,01 AM,155.0,1,15500,Census Tract 155,Bronx County,[360050155001000],[1000],[10460],['XL20000880']
January-2020,01/17/2020,2020,04 PM,92.0,1,9200,Census Tract 92,New York County,[360610092001005],[1005],[10017],['ML20000889']
January-2020,01/17/2020,2020,05 AM,260.0,1,26000,Census Tract 260,Queens County,[360810260002002],[2002],[11433],['QL20000574']
January-2020,01/17/2020,2020,09 AM,1617.0,1,161700,Census Tract 1617,Queens County,[360811617004009],[4009],[11426],['QL20000579']
January-2020,01/17/2020,2020,11 AM,123.01,2,12301,Census Tract 123.01,Queens County,"[360810123012004, 360810123012008]","[2004, 2008]","[11105, 11105]","['QL20000584', 'QL20000589']"
January-2020,01/17/2020,2020,04 PM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551026000],[6000],[11004],['QL20000606']
January-2020,01/17/2020,2020,06 PM,779.04,1,77904,Census Tract 779.04,Queens County,[360810779041003],[1003],[11367],['QL20000611']
January-2020,01/17/2020,2020,11 AM,110.0,1,11000,Census Tract 110,Westchester County,[361190110001025],[1025],[10523],['WL20000747']
January-2020,01/17/2020,2020,11 AM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002022],[2022],[10543],['WL20000748']
January-2020,01/17/2020,2020,12 PM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068012001],[2001],[10583],['WL20000752']
January-2020,01/17/2020,2020,01 PM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001008],[1008],[10528],['WL20000753']
January-2020,01/17/2020,2020,06 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114001001],[1001],[10591],['WL20000759']
January-2020,01/17/2020,2020,11 AM,71.0,1,7100,Census Tract 71,Bronx County,[360050071002006],[2006],[10455],['XL20000887']
January-2020,01/16/2020,2020,08 AM,32.0,1,3200,Census Tract 32,New York County,[360610032007002],[7002],[10009],['ML20000808']
January-2020,01/16/2020,2020,07 AM,51.0,1,5100,Census Tract 51,Queens County,[360810051002004],[2004],[11101],['QL20000534']
January-2020,01/16/2020,2020,07 AM,1291.03,1,129103,Census Tract 1291.03,Queens County,[360811291033009],[3009],[11364],['QL20000535']
January-2020,01/16/2020,2020,01 PM,1617.0,1,161700,Census Tract 1617,Queens County,[360811617003002],[3002],[11426],['QL20000556']
January-2020,01/16/2020,2020,01 PM,1333.0,1,133300,Census Tract 1333,Queens County,[360811333003002],[3002],[11366],['QL20000560']
January-2020,01/16/2020,2020,09 AM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050022000],[2000],[10583],['WL20000697']
January-2020,01/16/2020,2020,09 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139002000],[2000],[10520],['WL20000698']
January-2020,01/16/2020,2020,11 AM,21.04,1,2104,Census Tract 21.04,Westchester County,[361190021041003],[1003],[10710],['WL20000708']
January-2020,01/16/2020,2020,12 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099003004],[3004],[10583],['WL20000714']
January-2020,01/16/2020,2020,02 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003000],[3000],[10520],['WL20000721']
January-2020,01/16/2020,2020,06 PM,84.03,1,8403,Census Tract 84.03,Westchester County,[361190084032015],[2015],[10528],['WL20000733']
January-2020,01/16/2020,2020,04 PM,67.0,1,6700,Census Tract 67,Bronx County,[360050067006000],[6000],[10455],['XL20000862']
January-2020,01/15/2020,2020,12 PM,97.02,1,9702,Census Tract 97.02,Westchester County,[361190097022023],[2023],[10605],['WL20000639']
January-2020,01/15/2020,2020,07 AM,102.0,1,10200,Census Tract 102,New York County,[360610102001011],[1011],[10022],['ML20000727']
January-2020,01/15/2020,2020,09 AM,157.0,1,15700,Census Tract 157,New York County,[360610157008000],[8000],[10023],['ML20000735']
January-2020,01/15/2020,2020,11 AM,32.0,1,3200,Census Tract 32,New York County,[360610032004000],[4000],[10009],['ML20000745']
January-2020,01/15/2020,2020,09 PM,70.0,1,7000,Census Tract 70,New York County,[360610070003000],[3000],[10016],['ML20000790']
January-2020,01/15/2020,2020,08 AM,803.02,1,80302,Census Tract 803.02,Queens County,[360810803021010],[1010],[11367],['QL20000479']
January-2020,01/15/2020,2020,09 AM,997.01,1,99701,Census Tract 997.01,Queens County,[360810997011010],[1010],[11360],['QL20000483']
January-2020,01/15/2020,2020,10 AM,143.0,1,14300,Census Tract 143,Queens County,[360810143001000],[1000],[11103],['QL20000488']
January-2020,01/15/2020,2020,10 AM,1483.0,1,148300,Census Tract 1483,Queens County,[360811483004015],[4015],[11363],['QL20000491']
January-2020,01/15/2020,2020,11 AM,123.01,1,12301,Census Tract 123.01,Queens County,[360810123012008],[2008],[11105],['QL20000495']
January-2020,01/15/2020,2020,01 PM,113.0,1,11300,Census Tract 113,Queens County,[360810113002001],[2001],[11105],['QL20000505']
January-2020,01/15/2020,2020,05 PM,51.0,2,5100,Census Tract 51,Queens County,"[360810051002004, 361190051004003]","[2004, 4003]","[11101, 10707]","['QL20000523', 'WL20000668']"
January-2020,01/15/2020,2020,09 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004035],[4035],[10520],['WL20000627']
January-2020,01/15/2020,2020,09 AM,15.03,1,1503,Census Tract 15.03,Westchester County,[361190015032002],[2002],[10704],['WL20000628']
January-2020,01/15/2020,2020,09 AM,98.0,1,9800,Census Tract 98,Westchester County,[361190098004010],[4010],[10583],['WL20000629']
January-2020,01/15/2020,2020,10 AM,148.11,1,14811,Census Tract 148.11,Westchester County,[361190148112005],[2005],[10598],['WL20000631']
January-2020,01/15/2020,2020,12 PM,83.01,1,8301,Census Tract 83.01,Westchester County,[361190083011012],[1012],[10573],['WL20000640']
January-2020,01/15/2020,2020,01 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003001],[3001],[10520],['WL20000641']
January-2020,01/15/2020,2020,01 PM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068022015],[2015],[10804],['WL20000642']
January-2020,01/15/2020,2020,01 PM,72.0,1,7200,Census Tract 72,Westchester County,[361190072001006],[1006],[10543],['WL20000644']
January-2020,01/15/2020,2020,02 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083024005],[4005],[10573],['WL20000648']
January-2020,01/15/2020,2020,02 PM,107.02,1,10702,Census Tract 107.02,Westchester County,[361190107022028],[2028],[10583],['WL20000649']
January-2020,01/15/2020,2020,02 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099002001],[2001],[10583],['WL20000650']
January-2020,01/15/2020,2020,03 PM,59.02,1,5902,Census Tract 59.02,Westchester County,[361190059023002],[3002],[10805],['WL20000659']
January-2020,01/15/2020,2020,04 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114004009],[4009],[10591],['WL20000660']
January-2020,01/15/2020,2020,04 PM,76.0,1,7600,Census Tract 76,Westchester County,[361190076002021],[2021],[10580],['WL20000662']
January-2020,01/15/2020,2020,04 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099002001],[2001],[10583],['WL20000664']
January-2020,01/15/2020,2020,04 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106001020],[1020],[10502],['WL20000665']
January-2020,01/15/2020,2020,06 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106003036],[3036],[10502],['WL20000673']
January-2020,01/15/2020,2020,09 PM,105.0,1,10500,Census Tract 105,Westchester County,[361190105005014],[5014],[10522],['WL20000680']
January-2020,01/15/2020,2020,10 PM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068013024],[3024],[10804],['WL20000683']
January-2020,01/15/2020,2020,01 PM,240.0,1,24000,Census Tract 240,Bronx County,[360050240002000],[2000],[10460],['XL20000779']
January-2020,01/15/2020,2020,02 PM,236.0,1,23600,Census Tract 236,Bronx County,[360050236001001],[1001],[10462],['XL20000787']
January-2020,01/14/2020,2020,01 PM,80.0,1,8000,Census Tract 80,Westchester County,[361190080001002],[1002],[10573],['WL20000601']
January-2020,01/14/2020,2020,10 AM,14.02,1,1402,Census Tract 14.02,New York County,[360610014022006],[2006],[10002],['ML20000662']
January-2020,01/14/2020,2020,11 AM,161.0,1,16100,Census Tract 161,New York County,[360610161002000],[2000],[10023],['ML20000671']
January-2020,01/14/2020,2020,11 AM,73.0,1,7300,Census Tract 73,New York County,[360610073006000],[6000],[10014],['ML20000672']
January-2020,01/14/2020,2020,01 PM,109.0,1,10900,Census Tract 109,New York County,[360610109001007],[1007],[10001],['ML20000686']
January-2020,01/14/2020,2020,05 PM,67.0,1,6700,Census Tract 67,New York County,[360610067004004],[4004],[10014],['ML20000699']
January-2020,01/14/2020,2020,08 PM,197.01,1,19701,Census Tract 197.01,New York County,[360610197011000],[1000],[10026],['ML20000710']
January-2020,01/14/2020,2020,08 PM,193.0,1,19300,Census Tract 193,New York County,[360610193004000],[4000],[10025],['ML20000712']
January-2020,01/14/2020,2020,09 AM,85.0,1,8500,Census Tract 85,Queens County,[360810085001008],[1008],[11101],['QL20000433']
January-2020,01/14/2020,2020,11 AM,39.0,1,3900,Census Tract 39,Queens County,[360810039001000],[1000],[11106],['QL20000444']
January-2020,01/14/2020,2020,12 PM,779.02,1,77902,Census Tract 779.02,Queens County,[360810779021003],[1003],[11367],['QL20000453']
January-2020,01/14/2020,2020,01 PM,45.0,1,4500,Census Tract 45,Queens County,[360810045001001],[1001],[11106],['QL20000459']
January-2020,01/14/2020,2020,04 PM,1223.0,1,122300,Census Tract 1223,Queens County,[360811223002003],[2003],[11365],['QL20000467']
January-2020,01/14/2020,2020,08 AM,21.04,1,2104,Census Tract 21.04,Westchester County,[361190021041003],[1003],[10710],['WL20000581']
January-2020,01/14/2020,2020,08 AM,100.0,1,10000,Census Tract 100,Westchester County,[361190100004017],[4017],[10583],['WL20000583']
January-2020,01/14/2020,2020,10 AM,67.0,1,6700,Census Tract 67,Westchester County,[361190067002023],[2023],[10804],['WL20000588']
January-2020,01/14/2020,2020,10 AM,80.0,1,8000,Census Tract 80,Westchester County,[361190080003006],[3006],[10573],['WL20000589']
January-2020,01/14/2020,2020,10 AM,24.02,1,2402,Census Tract 24.02,Westchester County,[361190024021000],[1000],[10704],['WL20000590']
January-2020,01/14/2020,2020,11 AM,107.02,1,10702,Census Tract 107.02,Westchester County,[361190107022020],[2020],[10583],['WL20000591']
January-2020,01/14/2020,2020,11 AM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109023008],[3008],[10607],['WL20000592']
January-2020,01/14/2020,2020,12 PM,100.0,1,10000,Census Tract 100,Westchester County,[361190100003003],[3003],[10583],['WL20000595']
January-2020,01/14/2020,2020,12 PM,145.0,1,14500,Census Tract 145,Westchester County,[361190145002002],[2002],[10566],['WL20000596']
January-2020,01/14/2020,2020,12 PM,119.02,1,11902,Census Tract 119.02,Westchester County,[361190119023004],[3004],[10595],['WL20000598']
January-2020,01/14/2020,2020,01 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067002015],[2015],[10804],['WL20000603']
January-2020,01/14/2020,2020,02 PM,51.0,1,5100,Census Tract 51,Westchester County,[361190051003013],[3013],[10709],['WL20000606']
January-2020,01/14/2020,2020,04 PM,54.0,1,5400,Census Tract 54,Westchester County,[361190054002029],[2029],[10803],['WL20000611']
January-2020,01/14/2020,2020,09 AM,217.0,1,21700,Census Tract 217,Bronx County,[360050217004000],[4000],[10453],['XL20000701']
January-2020,01/14/2020,2020,10 AM,456.0,1,45600,Census Tract 456,Bronx County,[360050456002003],[2003],[10466],['XL20000708']
January-2020,01/14/2020,2020,10 AM,93.0,1,9300,Census Tract 93,Bronx County,[360050093006005],[6005],[10474],['XL20000709']
January-2020,01/14/2020,2020,10 AM,248.0,1,24800,Census Tract 248,Bronx County,[360050248002002],[2002],[10462],['XL20000711']
January-2020,01/13/2020,2020,02 AM,14.01,1,1401,Census Tract 14.01,New York County,[360610014012002],[2002],[10002],['ML20000591']
January-2020,01/13/2020,2020,11 AM,126.0,1,12600,Census Tract 126,New York County,[360610126004000],[4000],[10021],['ML20000606']
January-2020,01/13/2020,2020,03 PM,86.03,1,8603,Census Tract 86.03,New York County,[360610086031000],[1000],[10022],['ML20000628']
January-2020,01/13/2020,2020,07 AM,169.0,1,16900,Census Tract 169,Queens County,[360810169002011],[2011],[11104],['QL20000381']
January-2020,01/13/2020,2020,09 AM,185.02,1,18502,Census Tract 185.02,Queens County,[360810185023005],[3005],[11104],['QL20000384']
January-2020,01/13/2020,2020,10 AM,235.0,1,23500,Census Tract 235,Queens County,[360810235002003],[2003],[11104],['QL20000388']
January-2020,01/13/2020,2020,10 AM,1291.03,1,129103,Census Tract 1291.03,Queens County,[360811291032000],[2000],[11364],['QL20000391']
January-2020,01/13/2020,2020,10 AM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551026000],[6000],[11005],['QL20000395']
January-2020,01/13/2020,2020,11 AM,779.02,1,77902,Census Tract 779.02,Queens County,[360810779021000],[1000],[11367],['QL20000396']
January-2020,01/13/2020,2020,11 AM,199.0,1,19900,Census Tract 199,Queens County,[360810199001020],[1020],[11101],['QL20000397']
January-2020,01/13/2020,2020,11 AM,1129.0,1,112900,Census Tract 1129,Queens County,[360811129003008],[3008],[11361],['QL20000399']
January-2020,01/13/2020,2020,12 PM,85.0,1,8500,Census Tract 85,Queens County,[360810085001008],[1008],[11101],['QL20000402']
January-2020,01/13/2020,2020,01 PM,1247.0,1,124700,Census Tract 1247,Queens County,[360811247003005],[3005],[11366],['QL20000411']
January-2020,01/13/2020,2020,02 PM,79.0,1,7900,Census Tract 79,Queens County,[360810079001003],[1003],[11102],['QL20000416']
January-2020,01/13/2020,2020,03 PM,79.0,1,7900,Census Tract 79,Queens County,[360810079001003],[1003],[11102],['QL20000418']
January-2020,01/13/2020,2020,04 PM,1333.0,1,133300,Census Tract 1333,Queens County,[360811333001000],[1000],[11366],['QL20000423']
January-2020,01/13/2020,2020,06 PM,1265.0,2,126500,Census Tract 1265,Queens County,"[360811265001001, 360811265001000]","[1001, 1000]","[11366, 11432]","['QL20000428', 'QL20000429']"
January-2020,01/13/2020,2020,08 AM,101.0,1,10100,Census Tract 101,Westchester County,[361190101002010],[2010],[10583],['WL20000520']
January-2020,01/13/2020,2020,08 AM,14.02,1,1402,Census Tract 14.02,Westchester County,[361190014021017],[1017],[10705],['WL20000521']
January-2020,01/13/2020,2020,09 AM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132021010],[1010],[10510],['WL20000524']
January-2020,01/13/2020,2020,10 AM,101.0,1,10100,Census Tract 101,Westchester County,[361190101002010],[2010],[10583],['WL20000527']
January-2020,01/13/2020,2020,10 AM,82.0,1,8200,Census Tract 82,Westchester County,[361190082002005],[2005],[10573],['WL20000529']
January-2020,01/13/2020,2020,10 AM,23.0,1,2300,Census Tract 23,Westchester County,[361190023001005],[1005],[10701],['WL20000531']
January-2020,01/13/2020,2020,11 AM,123.03,1,12303,Census Tract 123.03,Westchester County,[361190123033012],[3012],[10504],['WL20000533']
January-2020,01/13/2020,2020,11 AM,14.01,1,1401,Census Tract 14.01,Westchester County,[361190014013011],[3011],[10704],['WL20000537']
January-2020,01/13/2020,2020,12 PM,113.0,1,11300,Census Tract 113,Westchester County,[361190113005001],[5001],[10533],['WL20000538']
January-2020,01/13/2020,2020,01 PM,97.01,1,9701,Census Tract 97.01,Westchester County,[361190097013000],[3000],[10605],['WL20000544']
January-2020,01/13/2020,2020,01 PM,109.03,1,10903,Census Tract 109.03,Westchester County,[361190109031000],[1000],[10603],['WL20000546']
January-2020,01/13/2020,2020,01 PM,47.0,1,4700,Census Tract 47,Westchester County,[361190047002046],[2046],[10708],['WL20000549']
January-2020,01/13/2020,2020,02 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114001017],[1017],[10591],['WL20000550']
January-2020,01/13/2020,2020,02 PM,83.01,1,8301,Census Tract 83.01,Westchester County,[361190083012003],[2003],[10573],['WL20000551']
January-2020,01/13/2020,2020,02 PM,77.0,1,7700,Census Tract 77,Westchester County,[361190077001017],[1017],[10580],['WL20000553']
January-2020,01/13/2020,2020,02 PM,11.01,1,1101,Census Tract 11.01,Westchester County,[361190011011003],[1003],[10701],['WL20000556']
January-2020,01/13/2020,2020,03 PM,101.0,1,10100,Census Tract 101,Westchester County,[361190101002009],[2009],[10583],['WL20000561']
January-2020,01/13/2020,2020,05 PM,52.0,1,5200,Census Tract 52,Westchester County,[361190052001010],[1010],[10708],['WL20000569']
January-2020,01/13/2020,2020,01 PM,256.0,1,25600,Census Tract 256,Bronx County,[360050256002001],[2001],[10461],['XL20000625']
January-2020,01/13/2020,2020,06 PM,149.0,1,14900,Census Tract 149,Bronx County,[360050149002001],[2001],[10456],['XL20000680']
January-2020,01/13/2020,2020,09 AM,68.0,1,6800,Census Tract 68,New York County,[360610068006000],[6000],[10016],['ML20000597']
January-2020,01/13/2020,2020,09 AM,26.02,1,2602,Census Tract 26.02,New York County,[360610026021002],[1002],[10009],['ML20000600']
January-2020,01/12/2020,2020,10 AM,33.0,1,3300,Census Tract 33,New York County,[360610033002007],[2007],[10013],['ML20000549']
January-2020,01/12/2020,2020,11 AM,242.0,1,24200,Census Tract 242,New York County,[360610242003006],[3006],[10035],['ML20000551']
