MonthYear,Date,Year,Hour,CensusTract_2010,NumberOfReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_list,CensusBlockID_list,Zipcode_list,Ticket_list
January-2020,01/12/2020,2020,01 PM,15.01,1,1501,Census Tract 15.01,New York County,[360610015012003],[2003],[10038],['ML20000561']
January-2020,01/12/2020,2020,05 PM,232.0,1,23200,Census Tract 232,New York County,[360610232002001],[2001],[10037],['ML20000571']
January-2020,01/12/2020,2020,05 PM,166.0,1,16600,Census Tract 166,New York County,[360610166006000],[6000],[10029],['ML20000573']
January-2020,01/12/2020,2020,03 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007],[11358],['QL20000376']
January-2020,01/12/2020,2020,07 AM,50.01,1,5001,Census Tract 50.01,Westchester County,[361190050012024],[2024],[10583],['WL20000494']
January-2020,01/12/2020,2020,09 AM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109024020],[4020],[10603],['WL20000495']
January-2020,01/12/2020,2020,09 AM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001008],[1008],[10528],['WL20000496']
January-2020,01/12/2020,2020,10 AM,145.0,1,14500,Census Tract 145,Westchester County,[361190145003004],[3004],[10566],['WL20000497']
January-2020,01/12/2020,2020,12 PM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001011],[1011],[10528],['WL20000500']
January-2020,01/12/2020,2020,12 PM,15.02,1,1502,Census Tract 15.02,Westchester County,[361190015021002],[1002],[10704],['WL20000501']
January-2020,01/12/2020,2020,01 PM,111.01,1,11101,Census Tract 111.01,Westchester County,[361190111013011],[3011],[10607],['WL20000502']
January-2020,01/12/2020,2020,02 PM,14.01,1,1401,Census Tract 14.01,Westchester County,[361190014013001],[3001],[10704],['WL20000507']
January-2020,01/12/2020,2020,07 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114004007],[4007],[10591],['WL20000512']
January-2020,01/11/2020,2020,11 AM,157.0,1,15700,Census Tract 157,Queens County,[360810157001007],[1007],[11101],['QL20000357']
January-2020,01/11/2020,2020,07 AM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050022007],[2007],[10583],['WL20000467']
January-2020,01/11/2020,2020,09 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131041039],[1039],[10549],['WL20000470']
January-2020,01/11/2020,2020,12 PM,79.0,1,7900,Census Tract 79,Westchester County,[361190079006004],[6004],[10573],['WL20000480']
January-2020,01/10/2020,2020,11 AM,179.0,1,17900,Census Tract 179,New York County,[360610179001002],[1002],[10024],['ML20000462']
January-2020,01/10/2020,2020,06 PM,93.0,1,9300,Census Tract 93,New York County,[360610093006000],[6000],[10001],['ML20000487']
January-2020,01/10/2020,2020,08 AM,1403.0,1,140300,Census Tract 1403,Queens County,[360811403002006],[2006],[11364],['QL20000289']
January-2020,01/10/2020,2020,09 AM,81.0,1,8100,Census Tract 81,Queens County,[360810081001008],[1008],[11106],['QL20000290']
January-2020,01/10/2020,2020,11 AM,1403.0,1,140300,Census Tract 1403,Queens County,[360811403002000],[2000],[11364],['QL20000302']
January-2020,01/10/2020,2020,11 AM,837.0,1,83700,Census Tract 837,Queens County,[360810837001000],[1000],[11355],['QL20000303']
January-2020,01/10/2020,2020,11 AM,145.0,1,14500,Census Tract 145,Queens County,[360810145001003],[1003],[11103],['QL20000304']
January-2020,01/10/2020,2020,12 PM,263.0,1,26300,Census Tract 263,Queens County,[360810263001005],[1005],[11377],['QL20000312']
January-2020,01/10/2020,2020,05 PM,1467.0,1,146700,Census Tract 1467,Queens County,[360811467003000],[3000],[11361],['QL20000339']
January-2020,01/10/2020,2020,10 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004006],[4006],[11358],['QL20000347']
January-2020,01/10/2020,2020,09 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131044016],[4016],[10514],['WL20000407']
January-2020,01/10/2020,2020,09 AM,59.02,1,5902,Census Tract 59.02,Westchester County,[361190059022017],[2017],[10801],['WL20000410']
January-2020,01/10/2020,2020,11 AM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003013],[3013],[10591],['WL20000420']
January-2020,01/10/2020,2020,12 PM,146.06,1,14606,Census Tract 146.06,Westchester County,[361190146061000],[1000],[10567],['WL20000436']
January-2020,01/10/2020,2020,01 PM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022004],[2004],[10510],['WL20000437']
January-2020,01/10/2020,2020,03 PM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131044016],[4016],[10514],['WL20000446']
January-2020,01/10/2020,2020,09 AM,155.0,1,15500,Census Tract 155,Bronx County,[360050155002002],[2002],[10460],['XL20000468']
January-2020,01/10/2020,2020,09 AM,221.01,1,22101,Census Tract 221.01,Bronx County,[360050221012000],[2000],[10452],['XL20000471']
January-2020,01/10/2020,2020,10 AM,426.0,1,42600,Census Tract 426,Bronx County,[360050426006002],[6002],[10466],['XL20000477']
January-2020,01/10/2020,2020,02 PM,63.0,1,6300,Census Tract 63,Bronx County,[360050063001000],[1000],[10452],['XL20000511']
January-2020,01/10/2020,2020,06 PM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068022017],[2017],[10804],['WL20000458']
January-2020,01/10/2020,2020,02 PM,153.0,1,15300,Census Tract 153,Bronx County,[360050153001008],[1008],[10460],['XL20000503']
January-2020,01/09/2020,2020,12 PM,193.0,1,19300,Census Tract 193,New York County,[360610193004000],[4000],[10025],['ML20000418']
January-2020,01/09/2020,2020,01 PM,31.0,1,3100,Census Tract 31,New York County,[360610031001000],[1000],[10013],['ML20000420']
January-2020,01/09/2020,2020,04 PM,40.0,1,4000,Census Tract 40,New York County,[360610040001001],[1001],[10003],['ML20000424']
January-2020,01/09/2020,2020,06 PM,15.02,1,1502,Census Tract 15.02,New York County,[360610015021008],[1008],[10005],['ML20000426']
January-2020,01/09/2020,2020,09 AM,1193.0,1,119300,Census Tract 1193,Queens County,[360811193001006],[1006],[11358],['QL20000243']
January-2020,01/09/2020,2020,10 AM,1167.0,1,116700,Census Tract 1167,Queens County,[360811167001005],[1005],[11355],['QL20000247']
January-2020,01/09/2020,2020,11 AM,1247.0,1,124700,Census Tract 1247,Queens County,[360811247001010],[1010],[11366],['QL20000259']
January-2020,01/09/2020,2020,03 PM,189.0,1,18900,Census Tract 189,Queens County,[360810189003004],[3004],[11104],['QL20000274']
January-2020,01/09/2020,2020,04 PM,1459.0,1,145900,Census Tract 1459,Queens County,[360811459001002],[1002],[11358],['QL20000278']
January-2020,01/09/2020,2020,11 AM,128.02,1,12802,Census Tract 128.02,Westchester County,[361190128022006],[2006],[10507],['WL20000360']
January-2020,01/09/2020,2020,11 AM,75.0,1,7500,Census Tract 75,Westchester County,[361190075003014],[3014],[10580],['WL20000362']
January-2020,01/09/2020,2020,12 PM,11.01,1,1101,Census Tract 11.01,Westchester County,[361190011012000],[2000],[10701],['WL20000363']
January-2020,01/09/2020,2020,01 PM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107014015],[4015],[10583],['WL20000369']
January-2020,01/09/2020,2020,02 PM,136.0,1,13600,Census Tract 136,Westchester County,[361190136003021],[3021],[10562],['WL20000373']
January-2020,01/09/2020,2020,02 PM,7.01,1,701,Census Tract 7.01,Westchester County,[361190007012011],[2011],[10701],['WL20000374']
January-2020,01/09/2020,2020,02 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067003002],[3002],[10804],['WL20000379']
January-2020,01/09/2020,2020,04 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083024005],[4005],[10573],['WL20000386']
January-2020,01/09/2020,2020,04 PM,8.01,1,801,Census Tract 8.01,Westchester County,[361190008013003],[3003],[10703],['WL20000387']
January-2020,01/09/2020,2020,05 PM,87.0,1,8700,Census Tract 87,Westchester County,[361190087001014],[1014],[10604],['WL20000389']
January-2020,01/09/2020,2020,08 PM,13.02,1,1302,Census Tract 13.02,Westchester County,[361190013023000],[3000],[10705],['WL20000393']
January-2020,01/09/2020,2020,09 PM,21.05,1,2105,Census Tract 21.05,Westchester County,[361190021051006],[1006],[10583],['WL20000395']
January-2020,01/09/2020,2020,10 AM,225.0,1,22500,Census Tract 225,Bronx County,[360050225002001],[2001],[10457],['XL20000404']
January-2020,01/09/2020,2020,10 AM,125.0,1,12500,Census Tract 125,Bronx County,[360050125002004],[2004],[10459],['XL20000405']
January-2020,01/09/2020,2020,11 AM,118.0,1,11800,Census Tract 118,Bronx County,[360050118003005],[3005],[10465],['XL20000409']
January-2020,01/09/2020,2020,04 PM,199.0,1,19900,Census Tract 199,Bronx County,[360050199006001],[6001],[10452],['XL20000438']
January-2020,01/09/2020,2020,05 PM,326.0,1,32600,Census Tract 326,Bronx County,[360050326001002],[1002],[10469],['XL20000447']
January-2020,01/09/2020,2020,07 PM,199.0,1,19900,Census Tract 199,Bronx County,[360050199003001],[3001],[10452],['XL20000458']
January-2020,01/08/2020,2020,08 AM,45.0,1,4500,Census Tract 45,New York County,[360610045001009],[1009],[10013],['ML20000340']
January-2020,01/08/2020,2020,11 AM,79.0,1,7900,Census Tract 79,New York County,[360610079004006],[4006],[10014],['ML20000357']
January-2020,01/08/2020,2020,03 PM,15.01,1,1501,Census Tract 15.01,New York County,[360610015013009],[3009],[11201],['ML20000372']
January-2020,01/08/2020,2020,04 PM,148.02,1,14802,Census Tract 148.02,New York County,[360610148023000],[3000],[10128],['ML20000377']
January-2020,01/08/2020,2020,06 PM,102.0,1,10200,Census Tract 102,New York County,[360610102001012],[1012],[10022],['ML20000385']
January-2020,01/08/2020,2020,08 AM,889.01,1,88901,Census Tract 889.01,Queens County,[360810889015000],[5000],[11354],['QL20000204']
January-2020,01/08/2020,2020,09 AM,1123.0,1,112300,Census Tract 1123,Queens County,[360811123001009],[1009],[11361],['QL20000208']
January-2020,01/08/2020,2020,10 AM,189.0,1,18900,Census Tract 189,Queens County,[360810189002006],[2006],[11101],['QL20000213']
January-2020,01/08/2020,2020,01 PM,31.0,1,3100,Census Tract 31,Queens County,[360810031002000],[2000],[11101],['QL20000222']
January-2020,01/08/2020,2020,08 AM,138.0,1,13800,Census Tract 138,Westchester County,[361190138001008],[1008],[10520],['WL20000306']
January-2020,01/08/2020,2020,08 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139001005],[1005],[10520],['WL20000308']
January-2020,01/08/2020,2020,09 AM,138.0,1,13800,Census Tract 138,Westchester County,[361190138003017],[3017],[10520],['WL20000311']
January-2020,01/08/2020,2020,09 AM,74.01,1,7401,Census Tract 74.01,Westchester County,[361190074011004],[1004],[10543],['WL20000313']
January-2020,01/08/2020,2020,09 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041013],[1013],[10504],['WL20000314']
January-2020,01/08/2020,2020,10 AM,138.0,1,13800,Census Tract 138,Westchester County,[361190138001002],[1002],[10520],['WL20000317']
January-2020,01/08/2020,2020,10 AM,109.02,1,10902,Census Tract 109.02,Westchester County,[361190109024025],[4025],[10607],['WL20000318']
January-2020,01/08/2020,2020,11 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041015],[1015],[10504],['WL20000325']
January-2020,01/08/2020,2020,11 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004024],[4024],[10520],['WL20000327']
January-2020,01/08/2020,2020,11 AM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068023049],[3049],[10804],['WL20000328']
January-2020,01/08/2020,2020,12 PM,50.01,1,5001,Census Tract 50.01,Westchester County,[361190050011033],[1033],[10583],['WL20000329']
January-2020,01/08/2020,2020,01 PM,20.0,1,2000,Census Tract 20,Westchester County,[361190020003003],[3003],[10710],['WL20000331']
January-2020,01/08/2020,2020,01 PM,84.03,1,8403,Census Tract 84.03,Westchester County,[361190084032034],[2034],[10528],['WL20000332']
January-2020,01/08/2020,2020,12 PM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068023049],[3049],[10804],['WL20000335']
January-2020,01/08/2020,2020,05 PM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023001],[3001],[10583],['WL20000340']
January-2020,01/08/2020,2020,10 AM,340.0,1,34000,Census Tract 340,Bronx County,[360050340001000],[1000],[10467],['XL20000344']
January-2020,01/08/2020,2020,10 AM,51.0,1,5100,Census Tract 51,Westchester County,[361190051003002],[3002],[10709],['WL20000322']
January-2020,01/07/2020,2020,06 AM,65.0,1,6500,Census Tract 65,New York County,[360610065003001],[3001],[10012],['ML20000283']
January-2020,01/07/2020,2020,02 PM,6.0,1,600,Census Tract 6,New York County,[360610006001000],[1000],[10002],['ML20000308']
January-2020,01/07/2020,2020,02 PM,205.0,1,20500,Census Tract 205,New York County,[360610205001007],[1007],[10027],['ML20000312']
January-2020,01/07/2020,2020,04 PM,31.0,1,3100,Census Tract 31,New York County,[360610031001007],[1007],[10013],['ML20000318']
January-2020,01/07/2020,2020,09 PM,135.0,1,13500,Census Tract 135,New York County,[360610135002003],[2003],[10019],['ML20000332']
January-2020,01/07/2020,2020,09 AM,85.0,1,8500,Census Tract 85,Queens County,[360810085002005],[2005],[11101],['QL20000159']
January-2020,01/07/2020,2020,09 AM,757.01,1,75701,Census Tract 757.01,Queens County,[360810757013002],[3002],[11375],['QL20000161']
January-2020,01/07/2020,2020,10 AM,869.0,1,86900,Census Tract 869,Queens County,[360810869002021],[2021],[11354],['QL20000163']
January-2020,01/07/2020,2020,10 AM,1441.0,1,144100,Census Tract 1441,Queens County,[360811441004002],[4002],[11364],['QL20000166']
January-2020,01/07/2020,2020,11 AM,159.0,1,15900,Census Tract 159,Queens County,[360810159003001],[3001],[11101],['QL20000178']
January-2020,01/07/2020,2020,01 PM,1471.0,1,147100,Census Tract 1471,Queens County,[360811471002004],[2004],[11361],['QL20000186']
January-2020,01/07/2020,2020,04 PM,716.0,1,71600,Census Tract 716,Queens County,[360810716001040],[1040],[11430],['QL20000196']
January-2020,01/07/2020,2020,08 AM,123.03,1,12303,Census Tract 123.03,Westchester County,[361190123033036],[3036],[10504],['WL20000256']
January-2020,01/07/2020,2020,08 AM,137.0,1,13700,Census Tract 137,Westchester County,[361190137001039],[1039],[10562],['WL20000257']
January-2020,01/07/2020,2020,09 AM,111.01,1,11101,Census Tract 111.01,Westchester County,[361190111013001],[3001],[10607],['WL20000260']
January-2020,01/07/2020,2020,09 AM,99.0,2,9900,Census Tract 99,Westchester County,"[361190099003006, 361190099003006]","[3006, 3006]","[10583, 10583]","['WL20000262', 'WL20000264']"
January-2020,01/07/2020,2020,09 AM,55.0,1,5500,Census Tract 55,Westchester County,[361190055004007],[4007],[10803],['WL20000263']
January-2020,01/07/2020,2020,09 AM,16.0,1,1600,Census Tract 16,Westchester County,[361190016004009],[4009],[10701],['WL20000265']
January-2020,01/07/2020,2020,10 AM,121.02,1,12102,Census Tract 121.02,Westchester County,[361190121023024],[3024],[10594],['WL20000266']
January-2020,01/07/2020,2020,10 AM,66.0,1,6600,Census Tract 66,Westchester County,[361190066003004],[3004],[10801],['WL20000268']
January-2020,01/07/2020,2020,11 AM,9810.0,1,981000,Census Tract 9810,Westchester County,[361199810001016],[1016],[10532],['WL20000275']
January-2020,01/07/2020,2020,11 AM,144.0,1,14400,Census Tract 144,Westchester County,[361190144002008],[2008],[10566],['WL20000276']
January-2020,01/07/2020,2020,01 PM,113.0,1,11300,Census Tract 113,Westchester County,[361190113001021],[1021],[10533],['WL20000285']
January-2020,01/07/2020,2020,06 PM,97.03,1,9703,Census Tract 97.03,Westchester County,[361190097033002],[3002],[10605],['WL20000298']
January-2020,01/07/2020,2020,11 AM,138.0,1,13800,Census Tract 138,Bronx County,[360050138001024],[1024],[10465],['XL20000296']
January-2020,01/07/2020,2020,12 PM,385.0,1,38500,Census Tract 385,Bronx County,[360050385004003],[4003],[10457],['XL20000297']
January-2020,01/07/2020,2020,12 PM,251.0,1,25100,Census Tract 251,Bronx County,[360050251005001],[5001],[10453],['XL20000298']
January-2020,01/07/2020,2020,05 PM,266.02,1,26602,Census Tract 266.02,Bronx County,[360050266023003],[3003],[10461],['XL20000322']
January-2020,01/06/2020,2020,02 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004000],[4000],[10520],['WL20000189']
January-2020,01/06/2020,2020,09 AM,173.0,1,17300,Census Tract 173,New York County,[360610173003001],[3001],[10024],['ML20000241']
January-2020,01/06/2020,2020,12 PM,227.0,1,22700,Census Tract 227,New York County,[360610227001000],[1000],[10031],['ML20000253']
January-2020,01/06/2020,2020,01 PM,6.0,1,600,Census Tract 6,New York County,[360610006001002],[1002],[10002],['ML20000255']
January-2020,01/06/2020,2020,03 PM,26.02,1,2602,Census Tract 26.02,New York County,[360610026021002],[1002],[10009],['ML20000263']
January-2020,01/06/2020,2020,04 PM,183.0,1,18300,Census Tract 183,New York County,[360610183007001],[7001],[10025],['ML20000266']
January-2020,01/06/2020,2020,07 PM,18.0,1,1800,Census Tract 18,New York County,[360610018006000],[6000],[10002],['ML20000274']
January-2020,01/06/2020,2020,09 AM,1223.0,1,122300,Census Tract 1223,Queens County,[360811223002003],[2003],[11365],['QL20000119']
January-2020,01/06/2020,2020,10 AM,518.0,1,51800,Census Tract 518,Queens County,[360810518002001],[2001],[11412],['QL20000120']
January-2020,01/06/2020,2020,08 AM,146.06,1,14606,Census Tract 146.06,Westchester County,[361190146061011],[1011],[10567],['WL20000192']
January-2020,01/06/2020,2020,09 AM,122.0,1,12200,Census Tract 122,Westchester County,[361190122004006],[4006],[10570],['WL20000195']
January-2020,01/06/2020,2020,09 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041012],[1012],[10504],['WL20000196']
January-2020,01/06/2020,2020,09 AM,53.0,1,5300,Census Tract 53,Westchester County,[361190053001012],[1012],[10803],['WL20000197']
January-2020,01/06/2020,2020,10 AM,2.03,1,203,Census Tract 2.03,Westchester County,[361190002032008],[2008],[10705],['WL20000205']
January-2020,01/06/2020,2020,10 AM,137.0,1,13700,Census Tract 137,Westchester County,[361190137001000],[1000],[10562],['WL20000206']
January-2020,01/06/2020,2020,11 AM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002000],[2000],[10543],['WL20000208']
January-2020,01/06/2020,2020,11 AM,123.04,1,12304,Census Tract 123.04,Westchester County,[361190123041002],[1002],[10504],['WL20000209']
January-2020,01/06/2020,2020,11 AM,119.02,1,11902,Census Tract 119.02,Westchester County,[361190119022034],[2034],[10595],['WL20000211']
January-2020,01/06/2020,2020,12 PM,137.0,1,13700,Census Tract 137,Westchester County,[361190137001011],[1011],[10562],['WL20000217']
January-2020,01/06/2020,2020,01 PM,122.0,1,12200,Census Tract 122,Westchester County,[361190122005028],[5028],[10570],['WL20000219']
January-2020,01/06/2020,2020,01 PM,141.0,1,14100,Census Tract 141,Westchester County,[361190141001012],[1012],[10566],['WL20000221']
January-2020,01/06/2020,2020,02 PM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023013],[3013],[10709],['WL20000226']
January-2020,01/06/2020,2020,02 PM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003000],[3000],[10591],['WL20000229']
January-2020,01/06/2020,2020,03 PM,70.0,1,7000,Census Tract 70,Westchester County,[361190070001018],[1018],[10538],['WL20000230']
January-2020,01/06/2020,2020,03 PM,119.02,1,11902,Census Tract 119.02,Westchester County,[361190119022016],[2016],[10595],['WL20000231']
January-2020,01/06/2020,2020,03 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003007],[3007],[10520],['WL20000232']
January-2020,01/06/2020,2020,04 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004000],[4000],[10520],['WL20000233']
January-2020,01/06/2020,2020,06 PM,85.0,1,8500,Census Tract 85,Westchester County,[361190085001030],[1030],[10528],['WL20000234']
January-2020,01/06/2020,2020,03 PM,160.0,1,16000,Census Tract 160,Bronx County,[360050160001009],[1009],[10465],['XL20000264']
January-2020,01/06/2020,2020,11 AM,2.0,1,200,Census Tract 2,Bronx County,[360050002002003],[2003],[10473],['XL20000241']
January-2020,01/05/2020,2020,10 AM,295.0,1,29500,Census Tract 295,New York County,[360610295003001],[3001],[10034],['ML20000206']
January-2020,01/05/2020,2020,11 AM,51.0,1,5100,Census Tract 51,Westchester County,[361190051001007],[1007],[10709],['WL20000171']
January-2020,01/05/2020,2020,11 AM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068022015],[2015],[10804],['WL20000172']
January-2020,01/05/2020,2020,09 PM,116.0,1,11600,Census Tract 116,Westchester County,[361190116003007],[3007],[10591],['WL20000185']
January-2020,01/05/2020,2020,11 AM,265.0,1,26500,Census Tract 265,Bronx County,[360050265004001],[4001],[10468],['XL20000199']
January-2020,01/04/2020,2020,12 PM,134.0,1,13400,Census Tract 134,New York County,[360610134001000],[1000],[10075],['ML20000162']
January-2020,01/04/2020,2020,03 PM,150.02,1,15002,Census Tract 150.02,New York County,[360610150022001],[2001],[10028],['ML20000174']
January-2020,01/04/2020,2020,03 PM,100.0,1,10000,Census Tract 100,New York County,[360610100001004],[1004],[10022],['ML20000176']
January-2020,01/04/2020,2020,06 PM,111.0,1,11100,Census Tract 111,New York County,[360610111002005],[2005],[10001],['ML20000184']
January-2020,01/04/2020,2020,10 PM,27.0,1,2700,Census Tract 27,New York County,[360610027001005],[1005],[10038],['ML20000195']
January-2020,01/04/2020,2020,08 AM,1151.0,1,115100,Census Tract 1151,Queens County,[360811151001001],[1001],[11358],['QL20000074']
January-2020,01/04/2020,2020,09 AM,1113.0,1,111300,Census Tract 1113,Queens County,[360811113003007],[3007],[11361],['QL20000075']
January-2020,01/04/2020,2020,12 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007],[11358],['QL20000084']
January-2020,01/04/2020,2020,02 PM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551024005],[4005],[11004],['QL20000086']
January-2020,01/04/2020,2020,06 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007],[11358],['QL20000094']
January-2020,01/04/2020,2020,07 AM,148.06,1,14806,Census Tract 148.06,Westchester County,[361190148065015],[5015],[10535],['WL20000133']
January-2020,01/04/2020,2020,08 AM,2.02,1,202,Census Tract 2.02,Westchester County,[361190002023005],[3005],[10705],['WL20000134']
January-2020,01/04/2020,2020,09 AM,70.0,1,7000,Census Tract 70,Westchester County,[361190070004001],[4001],[10538],['WL20000135']
January-2020,01/04/2020,2020,10 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131042006],[2006],[10514],['WL20000136']
January-2020,01/04/2020,2020,11 AM,130.0,1,13000,Census Tract 130,Westchester County,[361190130003012],[3012],[10549],['WL20000139']
January-2020,01/04/2020,2020,12 PM,48.0,1,4800,Census Tract 48,Westchester County,[361190048005006],[5006],[10707],['WL20000146']
January-2020,01/04/2020,2020,12 PM,70.0,1,7000,Census Tract 70,Westchester County,[361190070003015],[3015],[10538],['WL20000149']
January-2020,01/04/2020,2020,09 AM,426.0,1,42600,Census Tract 426,Bronx County,[360050426001003],[1003],[10466],['XL20000156']
January-2020,01/04/2020,2020,11 AM,462.02,1,46202,Census Tract 462.02,Bronx County,[360050462021008],[1008],[10466],['XL20000158']
January-2020,01/03/2020,2020,07 AM,157.0,1,15700,Census Tract 157,New York County,[360610157005000],[5000],[10023],['ML20000086']
January-2020,01/03/2020,2020,09 AM,129.0,1,12900,Census Tract 129,New York County,[360610129001008],[1008],[10036],['ML20000098']
January-2020,01/03/2020,2020,11 AM,36.01,1,3601,Census Tract 36.01,New York County,[360610036013001],[3001],[10002],['ML20000104']
January-2020,01/03/2020,2020,12 PM,189.0,1,18900,Census Tract 189,New York County,[360610189002001],[2001],[10025],['ML20000109']
January-2020,01/03/2020,2020,01 PM,7.0,1,700,Census Tract 7,New York County,[360610007001000],[1000],[10005],['ML20000120']
January-2020,01/03/2020,2020,04 PM,66.0,1,6600,Census Tract 66,New York County,[360610066008002],[8002],[10016],['ML20000126']
January-2020,01/03/2020,2020,09 AM,135.0,1,13500,Census Tract 135,Westchester County,[361190135001007],[1007],[10562],['WL20000077']
January-2020,01/03/2020,2020,10 AM,148.05,1,14805,Census Tract 148.05,Westchester County,[361190148051023],[1023],[10547],['WL20000085']
January-2020,01/03/2020,2020,11 AM,24.03,1,2403,Census Tract 24.03,Westchester County,[361190024034025],[4025],[10704],['WL20000092']
January-2020,01/03/2020,2020,12 PM,145.0,1,14500,Census Tract 145,Westchester County,[361190145001004],[1004],[10566],['WL20000094']
January-2020,01/03/2020,2020,01 PM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002000],[2000],[10543],['WL20000097']
January-2020,01/03/2020,2020,02 PM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022010],[2010],[10510],['WL20000108']
January-2020,01/03/2020,2020,02 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083022004],[2004],[10573],['WL20000109']
January-2020,01/03/2020,2020,03 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114002004],[2004],[10591],['WL20000115']
January-2020,01/03/2020,2020,04 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083022004],[2004],[10573],['WL20000118']
January-2020,01/03/2020,2020,08 PM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002000],[2000],[10543],['WL20000125']
January-2020,01/03/2020,2020,09 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083023031],[3031],[10573],['WL20000127']
January-2020,01/03/2020,2020,08 AM,218.0,1,21800,Census Tract 218,Bronx County,[360050218003000],[3000],[10460],['XL20000091']
January-2020,01/03/2020,2020,03 PM,119.0,1,11900,Census Tract 119,Bronx County,[360050119003000],[3000],[10459],['XL20000126']
January-2020,01/03/2020,2020,10 AM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068013015],[3015],[10804],['WL20000082']
January-2020,01/02/2020,2020,07 AM,106.02,1,10602,Census Tract 106.02,New York County,[360610106021000],[1000],[10065],['ML20000034']
January-2020,01/02/2020,2020,11 AM,7.0,1,700,Census Tract 7,New York County,[360610007001000],[1000],[10005],['ML20000048']
January-2020,01/02/2020,2020,06 PM,133.0,1,13300,Census Tract 133,New York County,[360610133004001],[4001],[10019],['ML20000070']
January-2020,01/02/2020,2020,09 AM,1093.0,1,109300,Census Tract 1093,Queens County,[360811093003007],[3007],[11361],['QL20000009']
January-2020,01/02/2020,2020,12 PM,1215.0,1,121500,Census Tract 1215,Queens County,[360811215001000],[1000],[11365],['QL20000027']
January-2020,01/02/2020,2020,02 PM,1483.0,1,148300,Census Tract 1483,Queens County,[360811483003017],[3017],[11363],['QL20000034']
January-2020,01/02/2020,2020,02 PM,103.0,1,10300,Census Tract 103,Queens County,[360810103002001],[2001],[11105],['QL20000035']
January-2020,01/02/2020,2020,06 PM,230.0,1,23000,Census Tract 230,Queens County,[360810230001001],[1001],[11432],['QL20000039']
January-2020,01/02/2020,2020,07 AM,14.02,1,1402,Census Tract 14.02,Westchester County,[361190014022004],[2004],[10705],['WL20000024']
January-2020,01/02/2020,2020,08 AM,109.01,1,10901,Census Tract 109.01,Westchester County,[361190109011017],[1017],[10603],['WL20000025']
January-2020,01/02/2020,2020,09 AM,67.0,1,6700,Census Tract 67,Westchester County,[361190067003010],[3010],[10804],['WL20000027']
January-2020,01/02/2020,2020,09 AM,141.0,1,14100,Census Tract 141,Westchester County,[361190141003018],[3018],[10566],['WL20000029']
January-2020,01/02/2020,2020,09 AM,98.0,1,9800,Census Tract 98,Westchester County,[361190098004012],[4012],[10583],['WL20000030']
January-2020,01/02/2020,2020,10 AM,22.02,1,2202,Census Tract 22.02,Westchester County,[361190022024027],[4027],[10708],['WL20000034']
January-2020,01/02/2020,2020,11 AM,147.03,1,14703,Census Tract 147.03,Westchester County,[361190147032011],[2011],[10567],['WL20000038']
