Geoid,Povertyrate,Unemploymentrate,total,popu,borough
36005015500.jpg,0.488,0.11599999999999999,0.009433962264150943,0.11302091168948397,0
36005036902.jpg,0.523,0.22399999999999998,0.0023584905660377358,0.07969760794343313,0
36005043500.jpg,0.551,0.242,0.007075471698113208,0.0014668271400631865,0
36005003700.jpg,0.45,0.086,0.01179245283018868,0.009214683315781555,0
36005004600.jpg,0.32799999999999996,0.1,0.01650943396226415,0.058485030840980896,0
36005016400.jpg,0.08199999999999999,0.047,0.0,0.04291409658492553,0
36005025700.jpg,0.184,0.052000000000000005,0.0023584905660377358,0.07191214081540545,0
36005026100.jpg,0.037000000000000005,0.032,0.0,0.0726643598615917,0
36005012901.jpg,0.317,0.102,0.02830188679245283,0.15100797352188958,0
36005015200.jpg,0.131,0.115,0.014150943396226415,0.0880472393561005,0
36005014701.jpg,0.584,0.28600000000000003,0.054245283018867926,0.2430043628704679,0
36005017701.jpg,0.419,0.098,0.025943396226415096,0.16150142921618776,0
36005017702.jpg,0.317,0.159,0.02830188679245283,0.18072062584624643,0
36005017901.jpg,0.40399999999999997,0.077,0.0047169811320754715,0.17590642395065442,0
36005017902.jpg,0.442,0.126,0.0023584905660377358,0.13491048593350383,0
36005018101.jpg,0.38,0.079,0.0023584905660377358,0.12411614262073116,0
36005018102.jpg,0.381,0.16699999999999998,0.01179245283018868,0.2089288400782308,0
36005018301.jpg,0.23,0.085,0.01179245283018868,0.17018955919963893,0
36005018302.jpg,0.26899999999999996,0.084,0.01650943396226415,0.1371671430720626,0
36005020501.jpg,0.42200000000000004,0.133,0.04481132075471698,0.26312622235595007,0
36005020502.jpg,0.42,0.13,0.0,0.0663457198736272,0
36005021001.jpg,0.13699999999999998,0.08,0.0330188679245283,0.3204829246276516,0
36005021002.jpg,0.18,0.105,0.018867924528301886,0.257221302843388,0
36005022101.jpg,0.45299999999999996,0.084,0.01179245283018868,0.1447645554385437,0
36005022102.jpg,0.42,0.159,0.02358490566037736,0.20640890627350683,0
36005022403.jpg,0.256,0.132,0.01650943396226415,0.11990371596208815,0
36005023703.jpg,0.441,0.179,0.007075471698113208,0.19757033248081843,0
36005024501.jpg,0.53,0.127,0.02358490566037736,0.18293967203249586,0
36005024502.jpg,0.428,0.085,0.014150943396226415,0.13690386640589738,0
36005026701.jpg,0.22699999999999998,0.092,0.0023584905660377358,0.15183541447269444,0
36005026702.jpg,0.35,0.09699999999999999,0.014150943396226415,0.2647811042575598,0
36005027401.jpg,0.022000000000000002,0.038,0.009433962264150943,0.17996840680006018,0
36005027402.jpg,0.139,0.028999999999999998,0.007075471698113208,0.12735068451933204,0
36005029301.jpg,0.024,0.055,0.01179245283018868,0.07052053557996088,0
36005029302.jpg,0.073,0.035,0.02122641509433962,0.19001053106664662,0
36005030900.jpg,0.055999999999999994,0.064,0.009433962264150943,0.14634421543553483,0
36005033201.jpg,0.257,0.10300000000000001,0.01179245283018868,0.15476906875282082,0
36005033202.jpg,0.18100000000000002,0.078,0.014150943396226415,0.15672483827290506,0
36005038301.jpg,0.311,0.11599999999999999,0.018867924528301886,0.18041973822777194,0
36005038302.jpg,0.469,0.218,0.02122641509433962,0.22965247480066195,0
36005040303.jpg,0.289,0.10400000000000001,0.0047169811320754715,0.16842184444110125,0
36005040501.jpg,0.28800000000000003,0.09300000000000001,0.007075471698113208,0.16537535730404693,0
36005040502.jpg,0.308,0.155,0.018867924528301886,0.2581239656988115,0
36005020000.jpg,0.244,0.14,0.007075471698113208,0.18346622536482624,0
36005021700.jpg,0.41700000000000004,0.14300000000000002,0.01650943396226415,0.20061681961787273,0
36005023702.jpg,0.285,0.14300000000000002,0.0047169811320754715,0.046675191815856776,0
36005032600.jpg,0.086,0.08800000000000001,0.0047169811320754715,0.11862494358357153,0
36005033500.jpg,0.11199999999999999,0.045,0.01650943396226415,0.08191665412968256,0
36005033700.jpg,0.04,0.063,0.01179245283018868,0.0886490145930495,0
36005034800.jpg,0.196,0.04,0.0330188679245283,0.23051752670377615,0
36005036000.jpg,0.073,0.085,0.009433962264150943,0.10177523694899955,0
36005039500.jpg,0.384,0.149,0.03537735849056604,0.1559350082744095,0
36005040302.jpg,0.318,0.135,0.01179245283018868,0.1649616368286445,0
36005043400.jpg,0.163,0.094,0.02122641509433962,0.1350985406950504,0
36005044400.jpg,0.12300000000000001,0.067,0.02358490566037736,0.14585527305551377,0
36005001900.jpg,0.324,0.132,0.025943396226415096,0.072100195576952,0
36005004200.jpg,0.33,0.08199999999999999,0.014150943396226415,0.268655032345419,0
36005005100.jpg,0.5479999999999999,0.105,0.08254716981132075,0.21851963291710547,0
36005006300.jpg,0.255,0.09,0.018867924528301886,0.19858582819316986,0
36005007600.jpg,0.36200000000000004,0.11199999999999999,0.01179245283018868,0.19520084248533173,0
36005009000.jpg,0.34600000000000003,0.111,0.07783018867924528,0.13791936211824884,0
36005009300.jpg,0.425,0.075,0.02122641509433962,0.23905521287799006,0
36005009600.jpg,0.193,0.18899999999999997,0.009433962264150943,0.09756281029035656,0
36005015900.jpg,0.441,0.064,0.0,0.08139010079735219,0
36005018500.jpg,0.391,0.14,0.0330188679245283,0.28080336994132693,0
36005020900.jpg,0.266,0.027000000000000003,0.0,0.1640213630209117,0
36005022200.jpg,0.21100000000000002,0.059000000000000004,0.01650943396226415,0.12881751165939523,0
36005023800.jpg,0.18600000000000003,0.098,0.3089622641509434,0.09835264028885211,0
36005037504.jpg,0.502,0.122,0.01179245283018868,0.13829547164134195,0
36047031500.jpg,0.142,0.059000000000000004,0.0023584905660377358,0.19463667820069205,2
36047031701.jpg,0.149,0.071,0.0047169811320754715,0.12911839927786972,2
36047031702.jpg,0.10300000000000001,0.061,0.009433962264150943,0.12648563261621784,2
36047031900.jpg,0.239,0.107,0.02830188679245283,0.13193922070106814,2
36047032100.jpg,0.198,0.07200000000000001,0.02122641509433962,0.18809237249887167,2
36047032300.jpg,0.175,0.069,0.0,0.13366932450729652,2
36047032500.jpg,0.131,0.04,0.01650943396226415,0.24089814954114638,2
36047032600.jpg,0.418,0.205,0.049528301886792456,0.26132089664510305,2
36047032700.jpg,0.24100000000000002,0.125,0.018867924528301886,0.10997442455242967,2
36047032800.jpg,0.106,0.149,0.02122641509433962,0.11802316834662253,2
36047032900.jpg,0.317,0.067,0.01179245283018868,0.20994433579058222,2
36047033000.jpg,0.384,0.179,0.007075471698113208,0.17252143824281632,2
36047033100.jpg,0.129,0.142,0.009433962264150943,0.17000150443809237,2
36047033300.jpg,0.215,0.040999999999999995,0.007075471698113208,0.15364074018354146,2
36047033500.jpg,0.14800000000000002,0.124,0.0,0.11806077929893184,2
36047033600.jpg,0.141,0.031,0.007075471698113208,0.17899052204001806,2
36047033700.jpg,0.192,0.015,0.01650943396226415,0.1543929592297277,2
36047033900.jpg,0.33399999999999996,0.049,0.0047169811320754715,0.16458552730555137,2
36047034100.jpg,0.205,0.047,0.01179245283018868,0.09805175267037762,2
36047034200.jpg,0.44,0.14400000000000002,0.0589622641509434,0.2445464119151497,2
36047034300.jpg,0.42100000000000004,0.083,0.02358490566037736,0.19862343914547917,2
36047034500.jpg,0.20199999999999999,0.081,0.04716981132075472,0.09955619076275012,2
36047034700.jpg,0.253,0.12,0.05188679245283019,0.12140815405446066,2
36047034900.jpg,0.244,0.12,0.01650943396226415,0.20321197532721527,2
36047035100.jpg,0.278,0.094,0.007075471698113208,0.17289754776590943,2
36047053500.jpg,0.5379999999999999,0.044000000000000004,0.009433962264150943,0.16353242064089063,2
36047053700.jpg,0.51,0.046,0.0,0.1344591545057921,2
36047053800.jpg,0.221,0.033,0.0047169811320754715,0.16823378967955468,2
36047053900.jpg,0.478,0.035,0.0023584905660377358,0.10365578456446517,2
